Kinase,Compound,Predicted_Kd_Category
CLK1,Dasatinib,<3000nM
ABL1(F317L)-phosphorylated,PHA-665752,>3000nM
MELK,MLN-8054,>3000nM
TLK1,MLN-120B,>3000nM
DAPK3,BI-2536,>3000nM
ABL1(F317L)-phosphorylated,Crizotinib,<3000nM
NEK5,GDC-0941,>3000nM
PRKCH,CHIR-258/TKI-258,>3000nM
ABL1(Q252H)-phosphorylated,AZD-6244/ARRY-886,>3000nM
CSNK1G1,TAE-684,>3000nM
STK35,ABT-869,>3000nM
PCTK3,GW-2580,>3000nM
RSK4(Kin.Dom.2-C-terminal),A-674563,>3000nM
VRK2,GSK-1838705A,>3000nM
BMPR2,Nilotinib,>3000nM
"EGFR(L747-T751del,Sins)",AC220,>3000nM
DYRK2,AZD-6244/ARRY-886,>3000nM
S6K1,Dasatinib,>3000nM
JNK2,GSK-1838705A,>3000nM
STK39,Nilotinib,>3000nM
PIK3CA(Q546K),BIBW-2992,>3000nM
PKMYT1,BIRB-796,>3000nM
YSK4,CP-690550,<3000nM
CDC2L2,Imatinib,>3000nM
FLT1,GDC-0879,>3000nM
AKT3,AC220,>3000nM
EPHB1,CHIR-258/TKI-258,<3000nM
FGFR4,Flavopiridol,>3000nM
CLK4,JNJ-28312141,<3000nM
CSF1R,AB-1010,<3000nM
ICK,Imatinib,>3000nM
ACVRL1,Gefitinib,>3000nM
ERK1,MLN-8054,>3000nM
CDKL3,CP-690550,>3000nM
MST4,GSK-1838705A,>3000nM
PRP4,CHIR-265/RAF-265,>3000nM
MUSK,PLX-4720,>3000nM
ABL1(F317I)-phosphorylated,Crizotinib,<3000nM
RET(V804L),MLN-518,>3000nM
PIP5K1A,Erlotinib,>3000nM
PIK3C2B,AT-7519,>3000nM
FLT3,Vandetanib,<3000nM
TNIK,CHIR-265/RAF-265,>3000nM
CDKL5,Imatinib,>3000nM
MST1R,MLN-518,>3000nM
ACVRL1,PP-242,<3000nM
PIK3CA(Q546K),GW-2580,>3000nM
IRAK4,Imatinib,>3000nM
NEK6,CI-1033,>3000nM
CDK5,TG-101348,<3000nM
MYLK2,PP-242,<3000nM
PIK3CA(E545K),JNJ-28312141,>3000nM
CAMK2G,A-674563,<3000nM
YANK1,PTK-787,>3000nM
MLCK,Imatinib,>3000nM
PKAC-beta,Nilotinib,>3000nM
MARK2,GDC-0879,>3000nM
STK35,Gefitinib,>3000nM
ASK2,LY-317615,>3000nM
RSK1(Kin.Dom.1-N-terminal),GDC-0879,>3000nM
MLK3,AST-487,>3000nM
SIK,AB-1010,>3000nM
MEK6,BIRB-796,>3000nM
ABL1(T315I)-nonphosphorylated,Imatinib,>3000nM
PLK1,BIBW-2992,>3000nM
EGFR(L861Q),AT-7519,>3000nM
CLK3,MLN-120B,>3000nM
PDPK1,PKC-412,<3000nM
EPHA7,PHA-665752,>3000nM
ABL1(T315I)-nonphosphorylated,PLX-4720,<3000nM
EPHB4,Vandetanib,<3000nM
TYK2(JH2domain-pseudokinase),KW-2449,<3000nM
ABL1-phosphorylated,Ki-20227,<3000nM
ABL1(Y253F)-phosphorylated,MLN-518,>3000nM
MTOR,Dasatinib,>3000nM
PLK4,Staurosporine,<3000nM
SIK2,Imatinib,>3000nM
CSF1R,AST-487,<3000nM
CAMK4,PHA-665752,>3000nM
ABL1(E255K)-phosphorylated,CP-690550,>3000nM
TNK2,Dasatinib,<3000nM
MYO3A,AZD-6244/ARRY-886,>3000nM
MUSK,CP-690550,>3000nM
MKNK1,Ki-20227,>3000nM
SLK,GSK-690693,<3000nM
SIK2,ABT-869,>3000nM
CAMK1D,MLN-518,>3000nM
CSNK1G3,Ki-20227,>3000nM
ZAK,LY-317615,>3000nM
AMPK-alpha2,CI-1033,>3000nM
RIOK3,BIRB-796,>3000nM
RPS6KA5(Kin.Dom.2-C-terminal),BMS-540215,>3000nM
FGFR3(G697C),Staurosporine,<3000nM
PLK2,Crizotinib,>3000nM
EPHA7,Dasatinib,<3000nM
ROS1,Lapatinib,>3000nM
LOK,GW-2580,>3000nM
ADCK4,Ki-20227,>3000nM
RSK1(Kin.Dom.1-N-terminal),PD-173955,>3000nM
MAP3K15,ABT-869,>3000nM
FLT3(ITD),Pazopanib,<3000nM
TRKC,Nilotinib,>3000nM
PIK3CA(E545A),Gefitinib,>3000nM
MYLK2,PD-173955,>3000nM
GRK7,Flavopiridol,<3000nM
FLT3(D835Y),AT-7519,>3000nM
ABL1(F317I)-phosphorylated,LY-333531,>3000nM
YANK3,AT-7519,>3000nM
LKB1,SB-203580,>3000nM
EPHA3,LY-317615,>3000nM
KIT(A829P),AB-1010,<3000nM
ERK5,Imatinib,>3000nM
CAMK1,BMS-540215,>3000nM
MARK3,BIRB-796,>3000nM
CSNK1E,KW-2449,<3000nM
PDGFRA,Ki-20227,<3000nM
JAK2(JH1domain-catalytic),BMS-540215,>3000nM
TEC,Nilotinib,>3000nM
BMPR2,Vandetanib,>3000nM
MARK3,PLX-4720,>3000nM
"KIT(V559D,V654A)",AT-7519,>3000nM
RSK3(Kin.Dom.1-N-terminal),Staurosporine,<3000nM
FES,PLX-4720,>3000nM
MEK4,PKC-412,<3000nM
DDR2,BIRB-796,<3000nM
CDC2L1,PTK-787,>3000nM
RIOK2,Erlotinib,>3000nM
ZAP70,Lapatinib,>3000nM
ABL1(F317I)-phosphorylated,Pazopanib,<3000nM
ACVR2B,R547,>3000nM
LRRK2,SB-203580,>3000nM
JNK1,LY-333531,>3000nM
MST2,AZD-1152HQPA,>3000nM
PCTK2,INCB18424,>3000nM
SRPK3,Dasatinib,>3000nM
DYRK2,AG-013736,>3000nM
CDKL5,AZD-2171,>3000nM
GRK7,AZD-6244/ARRY-886,>3000nM
JAK1(JH2domain-pseudokinase),AG-013736,>3000nM
ERBB4,GDC-0879,>3000nM
MTOR,TG-101348,>3000nM
FLT3(D835Y),CEP-701,<3000nM
PIM2,MLN-120B,>3000nM
PFTAIRE2,Imatinib,>3000nM
MST1R,Crizotinib,>3000nM
TTK,PLX-4720,>3000nM
MYO3B,ABT-869,>3000nM
INSRR,JNJ-28312141,>3000nM
FGFR4,Imatinib,>3000nM
DRAK1,MLN-120B,>3000nM
EPHA5,Ki-20227,>3000nM
EGFR(S752-I759del),AZD-2171,<3000nM
TAOK2,KW-2449,<3000nM
AAK1,AZD-6244/ARRY-886,>3000nM
TTK,AZD-2171,>3000nM
RPS6KA4(Kin.Dom.2-C-terminal),AZD-1152HQPA,>3000nM
PFPK5(P.falciparum),GSK-1838705A,>3000nM
ADCK3,BMS-540215,>3000nM
RSK4(Kin.Dom.1-N-terminal),HKI-272,>3000nM
LYN,MLN-518,>3000nM
SNRK,MLN-518,>3000nM
"KIT(V559D,V654A)",Imatinib,<3000nM
RET(V804L),GSK-1838705A,>3000nM
JAK1(JH2domain-pseudokinase),PKC-412,<3000nM
PLK4,AC220,>3000nM
CHEK2,R406,<3000nM
CDC2L1,Vandetanib,>3000nM
IRAK4,BIRB-796,>3000nM
DCAMKL2,Flavopiridol,>3000nM
SgK110,AB-1010,>3000nM
CDK4-cyclinD1,Nilotinib,>3000nM
MEK6,BMS-387032/SNS-032,>3000nM
AKT2,KW-2449,<3000nM
CDKL5,Erlotinib,>3000nM
CSNK2A1,GW-2580,>3000nM
TGFBR2,AT-7519,>3000nM
BMX,TG-101348,<3000nM
BMPR2,BMS-387032/SNS-032,>3000nM
PIK3CA(E545K),GDC-0879,>3000nM
FLT3(D835Y),Ki-20227,<3000nM
PIK3CA(E542K),LY-333531,>3000nM
ABL1(F317I)-nonphosphorylated,BIRB-796,>3000nM
CIT,Erlotinib,>3000nM
EGFR,BMS-540215,>3000nM
p38-beta,INCB18424,>3000nM
ITK,TG-101348,<3000nM
MAPKAPK2,Imatinib,>3000nM
MRCKA,CP-690550,>3000nM
AURKB,ABT-869,>3000nM
CAMK2A,AG-013736,>3000nM
ALK,MLN-8054,>3000nM
MRCKB,Flavopiridol,>3000nM
PIM1,AC220,>3000nM
MYLK2,R406,<3000nM
MELK,Pazopanib,>3000nM
ERBB3,BMS-540215,>3000nM
TNK2,MLN-518,>3000nM
CDK9,MLN-518,>3000nM
CDK2,GDC-0879,>3000nM
DDR2,KW-2449,<3000nM
TLK1,BI-2536,>3000nM
p38-alpha,LY-317615,>3000nM
RET(V804M),AG-013736,<3000nM
MET(M1250T),GDC-0879,>3000nM
AMPK-alpha2,Flavopiridol,>3000nM
PAK6,INCB18424,>3000nM
MAPKAPK5,SGX-523,>3000nM
PIK3C2G,CI-1033,>3000nM
RIPK4,LY-317615,>3000nM
TGFBR1,PLX-4720,>3000nM
PIK3CA(M1043I),Nilotinib,>3000nM
CAMK2D,Staurosporine,<3000nM
IGF1R,PKC-412,>3000nM
MYLK4,AG-013736,>3000nM
MAK,CEP-701,<3000nM
AURKB,PLX-4720,>3000nM
MEK4,HKI-272,>3000nM
RSK4(Kin.Dom.1-N-terminal),TAE-684,<3000nM
KIT(A829P),LY-317615,>3000nM
BMPR1A,GDC-0879,>3000nM
TNK1,Flavopiridol,>3000nM
LRRK2(G2019S),TAE-684,<3000nM
PDPK1,AC220,>3000nM
CSNK1G1,GDC-0941,>3000nM
CDKL1,AT-7519,>3000nM
DMPK2,Staurosporine,<3000nM
MAP3K4,PKC-412,>3000nM
ROS1,AC220,>3000nM
LRRK2,GDC-0879,>3000nM
MKNK1,Lapatinib,>3000nM
FRK,AST-487,<3000nM
PDPK1,Erlotinib,>3000nM
EPHB6,Flavopiridol,<3000nM
PRKCD,AG-013736,>3000nM
PRKG2,Imatinib,>3000nM
INSRR,R406,<3000nM
CDC2L2,MLN-120B,>3000nM
ADCK3,BI-2536,>3000nM
RSK3(Kin.Dom.1-N-terminal),CP-690550,<3000nM
RPS6KA5(Kin.Dom.2-C-terminal),PTK-787,>3000nM
EPHA3,BI-2536,>3000nM
PRKX,ABT-869,>3000nM
HIPK4,LY-333531,<3000nM
PKN2,Imatinib,>3000nM
MYLK4,AB-1010,>3000nM
CTK,PP-242,>3000nM
PRP4,TAE-684,<3000nM
CDKL2,Dasatinib,>3000nM
CLK3,PP-242,<3000nM
CDK8,JNJ-28312141,>3000nM
MKNK1,LY-333531,>3000nM
CSF1R,Dasatinib,<3000nM
PIK4CB,GSK-690693,>3000nM
PIM2,Nilotinib,>3000nM
CDC2L5,AB-1010,>3000nM
PIK3CA(E545A),MLN-518,>3000nM
ADCK3,A-674563,>3000nM
p38-delta,AC220,>3000nM
CDK2,Ki-20227,>3000nM
EPHB3,LY-333531,>3000nM
ASK1,LY-317615,>3000nM
MAPKAPK5,GDC-0941,>3000nM
PKN2,Erlotinib,>3000nM
PRKCI,BMS-540215,>3000nM
MAP3K4,PP-242,>3000nM
ERK5,Flavopiridol,>3000nM
EPHA2,Dasatinib,<3000nM
SYK,AZD-1152HQPA,>3000nM
INSR,PP-242,<3000nM
DLK,CEP-701,<3000nM
ANKK1,INCB18424,>3000nM
HIPK1,Dasatinib,>3000nM
TYK2(JH1domain-catalytic),AB-1010,>3000nM
TIE2,Crizotinib,<3000nM
CSNK1G2,HKI-272,>3000nM
ERK8,GSK-1838705A,>3000nM
MUSK,AZD-2171,>3000nM
PRKD1,Gefitinib,>3000nM
ZAK,AZD-6244/ARRY-886,>3000nM
MYLK2,Staurosporine,<3000nM
EGFR(S752-I759del),GSK-1838705A,>3000nM
CDC2L5,BI-2536,>3000nM
NEK3,GW-2580,>3000nM
PKAC-beta,AB-1010,>3000nM
TNNI3K,BMS-345541,>3000nM
ABL1(F317I)-phosphorylated,BMS-345541,>3000nM
PDGFRA,AB-1010,<3000nM
CHEK1,GSK-690693,>3000nM
MYLK2,GSK-690693,>3000nM
ABL1(Q252H)-nonphosphorylated,Imatinib,<3000nM
HPK1,R547,>3000nM
NDR2,GDC-0941,>3000nM
BRSK1,PP-242,>3000nM
MUSK,CHIR-258/TKI-258,>3000nM
ERK1,Vandetanib,>3000nM
EPHA1,Lapatinib,>3000nM
p38-gamma,LY-317615,>3000nM
ERK3,A-674563,<3000nM
ERK2,Vandetanib,>3000nM
AURKA,BIRB-796,>3000nM
CAMK2D,AC220,>3000nM
p38-alpha,A-674563,>3000nM
ABL1(H396P)-nonphosphorylated,HKI-272,<3000nM
PIP5K2C,Pazopanib,>3000nM
CDK2,GW-2580,>3000nM
PRKCD,Lapatinib,>3000nM
TYK2(JH2domain-pseudokinase),PHA-665752,<3000nM
TLK1,AZD-1152HQPA,>3000nM
CDKL3,AT-7519,>3000nM
ITK,BMS-345541,>3000nM
CAMKK2,HKI-272,>3000nM
MAP4K3,LY-333531,<3000nM
SRPK1,Dasatinib,>3000nM
PRKCH,Nilotinib,>3000nM
SgK110,PP-242,>3000nM
"GCN2(Kin.Dom.2,S808G)",Gefitinib,>3000nM
SNARK,AZD-1152HQPA,>3000nM
VEGFR2,AB-1010,>3000nM
CLK2,GSK-690693,<3000nM
BMPR1B,Pazopanib,>3000nM
ABL1(T315I)-nonphosphorylated,Gefitinib,<3000nM
CDK5,Crizotinib,>3000nM
FLT3(R834Q),PP-242,<3000nM
LOK,BIRB-796,<3000nM
ERBB2,Lapatinib,>3000nM
TRKB,GSK-1838705A,>3000nM
RIOK2,Pazopanib,>3000nM
ABL1(Q252H)-nonphosphorylated,BIRB-796,<3000nM
EPHA4,PKC-412,>3000nM
RIOK2,CHIR-265/RAF-265,>3000nM
BLK,TG-101348,<3000nM
PIM2,GSK-1838705A,>3000nM
PLK4,R406,<3000nM
YES,PP-242,<3000nM
KIT(A829P),BMS-345541,>3000nM
DCAMKL2,Ki-20227,>3000nM
ANKK1,Gefitinib,>3000nM
FGFR1,TAE-684,<3000nM
LATS1,Gefitinib,>3000nM
GAK,R547,<3000nM
MET(M1250T),AC220,>3000nM
CAMK1G,AG-013736,>3000nM
MAP4K5,Crizotinib,<3000nM
FER,AG-013736,>3000nM
MAK,PLX-4720,>3000nM
SNRK,TAE-684,<3000nM
RSK4(Kin.Dom.1-N-terminal),Gefitinib,>3000nM
CSNK1G2,CHIR-265/RAF-265,>3000nM
ULK2,KW-2449,<3000nM
PCTK1,PKC-412,>3000nM
ASK2,AT-7519,>3000nM
PRKCI,BIRB-796,>3000nM
EGFR(L861Q),TAE-684,<3000nM
TYK2(JH1domain-catalytic),Ki-20227,>3000nM
TRPM6,PD-173955,>3000nM
MAK,BMS-345541,>3000nM
PIP5K1C,MLN-8054,>3000nM
ULK2,Erlotinib,>3000nM
PIK3CA(E545A),CEP-701,>3000nM
RET(V804L),PP-242,<3000nM
INSRR,Lapatinib,>3000nM
PRKG2,AZD-2171,>3000nM
IKK-beta,Erlotinib,>3000nM
CDKL3,PTK-787,>3000nM
PLK2,GDC-0941,>3000nM
FLT3(R834Q),AZD-6244/ARRY-886,>3000nM
NDR1,LY-333531,>3000nM
HCK,GDC-0941,>3000nM
GRK1,PTK-787,>3000nM
EGFR(L858R),TAE-684,<3000nM
RIPK1,AG-013736,>3000nM
MEK4,AZD-6244/ARRY-886,>3000nM
ROS1,Flavopiridol,>3000nM
ACVR1B,BMS-540215,>3000nM
YES,AC220,>3000nM
PIK3CA(H1047Y),MLN-518,>3000nM
SRPK1,CI-1033,>3000nM
ABL1(F317L)-phosphorylated,BMS-345541,>3000nM
PIK3C2G,HKI-272,>3000nM
CHEK2,BI-2536,>3000nM
YANK2,ABT-869,>3000nM
PIP5K1C,Ki-20227,>3000nM
JAK1(JH2domain-pseudokinase),TAE-684,<3000nM
HUNK,Pazopanib,>3000nM
RSK3(Kin.Dom.1-N-terminal),Imatinib,>3000nM
ACVR1B,CEP-701,<3000nM
LRRK2,BMS-345541,>3000nM
PLK3,BI-2536,>3000nM
SLK,Staurosporine,<3000nM
MRCKB,AB-1010,>3000nM
PCTK3,Erlotinib,>3000nM
PAK1,CP-690550,>3000nM
VEGFR2,CHIR-258/TKI-258,<3000nM
DCAMKL3,SGX-523,>3000nM
EGFR,PLX-4720,>3000nM
JNK1,BIRB-796,>3000nM
MYLK2,R547,>3000nM
CSNK1G3,PD-173955,>3000nM
CIT,Vandetanib,<3000nM
BIKE,MLN-120B,>3000nM
PRKD2,GSK-1838705A,>3000nM
VEGFR2,PTK-787,>3000nM
DMPK2,MLN-120B,>3000nM
ADCK4,AZD-6244/ARRY-886,>3000nM
PRKCQ,Imatinib,>3000nM
ABL1(Q252H)-nonphosphorylated,BMS-387032/SNS-032,>3000nM
EPHB2,PD-173955,<3000nM
PIK3CB,GW-2580,>3000nM
EPHA2,AB-1010,>3000nM
BRAF(V600E),CP-690550,>3000nM
ACVR1B,SGX-523,>3000nM
p38-delta,TAE-684,<3000nM
CAMK4,AT-7519,>3000nM
FER,GW-2580,>3000nM
HCK,BMS-387032/SNS-032,>3000nM
PIM2,GSK-690693,>3000nM
MYLK2,AC220,>3000nM
MST4,INCB18424,>3000nM
TYK2(JH2domain-pseudokinase),CP-690550,<3000nM
FGFR3(G697C),LY-317615,>3000nM
BTK,R547,>3000nM
FLT1,TAE-684,<3000nM
RIPK1,A-674563,>3000nM
SYK,GSK-690693,>3000nM
ERBB3,TAE-684,<3000nM
CSNK1G3,INCB18424,>3000nM
ACVR2A,Erlotinib,>3000nM
SRPK3,TAE-684,<3000nM
FES,CHIR-265/RAF-265,>3000nM
TGFBR1,INCB18424,>3000nM
BRK,LY-333531,>3000nM
FER,CP-690550,>3000nM
PRKCD,TAE-684,<3000nM
CDC2L1,Gefitinib,>3000nM
PKMYT1,ABT-869,>3000nM
ERK8,SB-203580,>3000nM
AKT3,Pazopanib,>3000nM
FLT3(ITD),MLN-120B,>3000nM
TLK2,AZD-6244/ARRY-886,>3000nM
PAK1,R406,<3000nM
RSK1(Kin.Dom.2-C-terminal),Nilotinib,>3000nM
IRAK1,LY-333531,>3000nM
EPHA5,JNJ-28312141,<3000nM
PIP5K2C,Erlotinib,>3000nM
RAF1,Flavopiridol,>3000nM
CDKL1,BIBW-2992,>3000nM
MERTK,PLX-4720,>3000nM
MAP3K15,INCB18424,>3000nM
TGFBR1,Pazopanib,>3000nM
"EGFR(L747-E749del, A750P)",PP-242,<3000nM
PRKD3,TAE-684,<3000nM
PFPK5(P.falciparum),Staurosporine,<3000nM
CDK11,BMS-387032/SNS-032,>3000nM
CLK1,MLN-518,>3000nM
MAST1,BIBW-2992,>3000nM
ABL1(T315I)-phosphorylated,LY-317615,>3000nM
FYN,JNJ-28312141,<3000nM
INSRR,AZD-6244/ARRY-886,>3000nM
KIT(A829P),ABT-869,<3000nM
YANK1,R547,>3000nM
DAPK1,GSK-690693,>3000nM
PCTK1,CI-1033,>3000nM
BMPR2,CHIR-258/TKI-258,>3000nM
CSK,PKC-412,<3000nM
CLK4,Crizotinib,<3000nM
ULK2,Pazopanib,>3000nM
PCTK1,CHIR-258/TKI-258,<3000nM
MEK4,GSK-1838705A,>3000nM
RIOK1,HKI-272,>3000nM
TAOK2,GDC-0879,>3000nM
CDKL1,HKI-272,>3000nM
MAP4K2,MLN-8054,>3000nM
MARK3,PD-173955,>3000nM
FGR,R547,>3000nM
EPHB1,Nilotinib,>3000nM
AURKB,Crizotinib,>3000nM
CSNK1D,Erlotinib,>3000nM
MINK,AZD-2171,<3000nM
CDK11,LY-333531,>3000nM
KIT(D816H),INCB18424,>3000nM
TXK,BIBW-2992,>3000nM
CAMKK2,BI-2536,>3000nM
WEE1,Pazopanib,>3000nM
CSNK1G1,SB-203580,>3000nM
ERK2,AT-7519,>3000nM
WEE1,BI-2536,>3000nM
ZAP70,Vandetanib,>3000nM
CSNK1E,Erlotinib,>3000nM
PIK3CA(M1043I),Ki-20227,>3000nM
NEK9,AT-7519,>3000nM
RPS6KA5(Kin.Dom.1-N-terminal),Nilotinib,>3000nM
p38-gamma,GSK-1838705A,>3000nM
HIPK4,A-674563,<3000nM
RPS6KA5(Kin.Dom.2-C-terminal),AZD-6244/ARRY-886,>3000nM
CSNK1A1,Crizotinib,>3000nM
EGFR(G719C),SB-203580,<3000nM
PIK3CA(I800L),Crizotinib,>3000nM
NIM1,GDC-0941,>3000nM
YANK1,JNJ-28312141,>3000nM
CASK,CEP-701,<3000nM
TRPM6,MLN-120B,>3000nM
p38-alpha,Imatinib,>3000nM
CSNK1A1,GDC-0879,>3000nM
PRKCE,Erlotinib,>3000nM
SRPK2,BMS-387032/SNS-032,>3000nM
PRKG2,GW-2580,>3000nM
PRKD1,MLN-120B,>3000nM
FLT4,BIBW-2992,>3000nM
AMPK-alpha2,BI-2536,>3000nM
MEK6,CHIR-258/TKI-258,>3000nM
BMPR1B,Dasatinib,<3000nM
p38-alpha,CI-1033,>3000nM
CSNK2A2,Dasatinib,>3000nM
VEGFR2,R406,<3000nM
BRSK2,TAE-684,<3000nM
RPS6KA4(Kin.Dom.1-N-terminal),AB-1010,>3000nM
BRK,Imatinib,>3000nM
HUNK,KW-2449,<3000nM
PIK3C2B,MLN-120B,>3000nM
CAMK2G,GDC-0941,>3000nM
MLCK,Lapatinib,>3000nM
DYRK2,PTK-787,>3000nM
CHEK2,Vandetanib,>3000nM
MET(M1250T),AZD-2171,<3000nM
PRKG2,CHIR-258/TKI-258,>3000nM
DMPK,MLN-518,>3000nM
TTK,LY-317615,>3000nM
MARK2,R547,>3000nM
WEE2,AZD-2171,>3000nM
RPS6KA4(Kin.Dom.2-C-terminal),MLN-518,>3000nM
LTK,AZD-6244/ARRY-886,>3000nM
"GCN2(Kin.Dom.2,S808G)",Flavopiridol,<3000nM
MAPKAPK5,AB-1010,>3000nM
ERK4,Crizotinib,>3000nM
KIT(L576P),Nilotinib,<3000nM
JNK3,Ki-20227,>3000nM
NEK11,AZD-6244/ARRY-886,>3000nM
ITK,R547,>3000nM
CAMKK2,SGX-523,>3000nM
BMPR1B,CEP-701,<3000nM
"GCN2(Kin.Dom.2,S808G)",AT-7519,>3000nM
RET(V804M),AZD-1152HQPA,<3000nM
CSNK1A1L,AC220,>3000nM
BRAF,AZD-2171,>3000nM
MLCK,BIRB-796,>3000nM
CDKL1,SGX-523,>3000nM
ABL1(T315I)-phosphorylated,BIBW-2992,<3000nM
JNK1,AT-7519,>3000nM
MET(Y1235D),BI-2536,>3000nM
HCK,AC220,>3000nM
ROCK1,Lapatinib,>3000nM
"GCN2(Kin.Dom.2,S808G)",CI-1033,>3000nM
DCAMKL1,JNJ-28312141,<3000nM
PKN2,PTK-787,>3000nM
ZAK,Ki-20227,>3000nM
AKT1,PTK-787,>3000nM
RIPK4,PLX-4720,>3000nM
SRMS,CP-690550,>3000nM
NEK1,AB-1010,>3000nM
ERK4,Dasatinib,>3000nM
NEK6,GSK-690693,>3000nM
HIPK2,Erlotinib,>3000nM
EPHA5,Pazopanib,>3000nM
LZK,Vandetanib,>3000nM
DDR2,Dasatinib,<3000nM
BRAF(V600E),AZD-6244/ARRY-886,>3000nM
CLK2,PKC-412,<3000nM
ABL1(F317L)-nonphosphorylated,ABT-869,>3000nM
LATS2,SGX-523,>3000nM
MARK1,Flavopiridol,>3000nM
LTK,KW-2449,<3000nM
NLK,MLN-8054,>3000nM
JAK1(JH1domain-catalytic),AZD-1152HQPA,>3000nM
NLK,TAE-684,<3000nM
PIK3CA(E545A),AG-013736,>3000nM
EGFR(T790M),BMS-540215,>3000nM
PIK3CA(E545K),PKC-412,>3000nM
PFPK5(P.falciparum),CHIR-258/TKI-258,>3000nM
LRRK2(G2019S),BIRB-796,>3000nM
PAK1,R547,>3000nM
ABL1(F317L)-nonphosphorylated,AG-013736,<3000nM
MST4,Crizotinib,>3000nM
ERK1,TG-101348,>3000nM
IRAK3,Staurosporine,<3000nM
KIT(D816H),Crizotinib,<3000nM
TRPM6,Lapatinib,>3000nM
ABL1(H396P)-phosphorylated,Dasatinib,<3000nM
AXL,BMS-540215,<3000nM
ARK5,AT-7519,>3000nM
EGFR(G719S),Lapatinib,<3000nM
RPS6KA5(Kin.Dom.1-N-terminal),Pazopanib,>3000nM
LATS2,PHA-665752,>3000nM
EPHB2,MLN-518,>3000nM
FGFR4,AT-7519,>3000nM
FLT3(N841I),AB-1010,>3000nM
ABL1(H396P)-nonphosphorylated,BI-2536,>3000nM
FGFR1,Staurosporine,<3000nM
GRK4,GSK-690693,<3000nM
IRAK3,BI-2536,>3000nM
EGFR(L858R),PLX-4720,>3000nM
SRC,KW-2449,<3000nM
FYN,Imatinib,<3000nM
YSK1,BIBW-2992,>3000nM
ERN1,Dasatinib,>3000nM
MAPKAPK2,CI-1033,>3000nM
SBK1,Erlotinib,>3000nM
PIK3CA(H1047L),BMS-540215,>3000nM
S6K1,INCB18424,>3000nM
CSNK1G1,Ki-20227,>3000nM
IGF1R,INCB18424,>3000nM
ITK,Dasatinib,>3000nM
LYN,SB-203580,>3000nM
PHKG2,Staurosporine,<3000nM
PIM2,BMS-387032/SNS-032,>3000nM
PKMYT1,JNJ-28312141,>3000nM
MTOR,CI-1033,>3000nM
ACVR2A,A-674563,>3000nM
MELK,R547,>3000nM
KIT(A829P),Imatinib,<3000nM
ACVR1,Erlotinib,>3000nM
SRPK2,BMS-345541,>3000nM
PHKG2,PP-242,<3000nM
ANKK1,Vandetanib,>3000nM
CDK9,A-674563,>3000nM
EGFR(T790M),Dasatinib,<3000nM
IKK-epsilon,Flavopiridol,>3000nM
TIE2,GDC-0879,>3000nM
PIK3CA(M1043I),BIRB-796,>3000nM
JAK3(JH1domain-catalytic),BMS-387032/SNS-032,>3000nM
MLK1,PKC-412,<3000nM
MST1,A-674563,>3000nM
ABL1(F317I)-nonphosphorylated,CEP-701,<3000nM
DMPK,LY-333531,<3000nM
ABL1(F317L)-nonphosphorylated,CI-1033,<3000nM
MAPKAPK2,TAE-684,>3000nM
MST1R,LY-333531,>3000nM
JAK3(JH1domain-catalytic),SB-203580,>3000nM
PRKG2,AG-013736,>3000nM
PIK3CA(Q546K),R547,>3000nM
MAPKAPK5,CI-1033,>3000nM
EPHB4,AZD-1152HQPA,>3000nM
DAPK3,Erlotinib,>3000nM
LTK,Flavopiridol,>3000nM
RET(M918T),KW-2449,<3000nM
CAMK2A,Imatinib,>3000nM
PIK3CA(E545K),Imatinib,>3000nM
SRPK1,LY-333531,>3000nM
ULK3,BMS-540215,>3000nM
MST3,AT-7519,>3000nM
ANKK1,Lapatinib,>3000nM
EGFR(G719C),TG-101348,<3000nM
PIP5K2C,PKC-412,>3000nM
PIK3CA(E545A),AB-1010,>3000nM
MAP3K3,Nilotinib,>3000nM
BRAF,AB-1010,>3000nM
MLK3,KW-2449,<3000nM
MST2,GDC-0941,>3000nM
RPS6KA4(Kin.Dom.1-N-terminal),ABT-869,>3000nM
MEK1,A-674563,<3000nM
MERTK,R547,>3000nM
p38-beta,CEP-701,<3000nM
EIF2AK1,AST-487,<3000nM
AURKA,Gefitinib,>3000nM
AMPK-alpha1,AC220,>3000nM
PIK3C2G,MLN-518,>3000nM
GSK3A,LY-333531,>3000nM
BMPR1B,Ki-20227,>3000nM
RSK1(Kin.Dom.1-N-terminal),HKI-272,>3000nM
GAK,AT-7519,<3000nM
PCTK2,PHA-665752,<3000nM
p38-beta,GSK-1838705A,>3000nM
RET,BIRB-796,<3000nM
CDC2L1,CHIR-265/RAF-265,>3000nM
STK36,INCB18424,>3000nM
TGFBR2,AZD-1152HQPA,>3000nM
PIK3C2B,GDC-0879,>3000nM
PDPK1,R547,>3000nM
ZAP70,GSK-1838705A,>3000nM
EPHB1,AZD-2171,<3000nM
BRSK1,Imatinib,>3000nM
CDKL1,Nilotinib,>3000nM
SBK1,BMS-345541,>3000nM
PFPK5(P.falciparum),KW-2449,>3000nM
DRAK2,CHIR-265/RAF-265,>3000nM
AKT1,GDC-0941,>3000nM
ERK2,BI-2536,>3000nM
PRKCE,A-674563,>3000nM
PIM2,KW-2449,<3000nM
HIPK1,GSK-690693,<3000nM
MAP3K4,CI-1033,>3000nM
