Kinase,Compound,Predicted_Kd_Category
ANKK1,GSK-461364A,>300nM
ARK5,GSK-461364A,>300nM
ASK1,GSK-461364A,>300nM
ASK2,GSK-461364A,>300nM
AURKA,GSK-461364A,<300nM
AURKB,GSK-461364A,<300nM
AURKC,GSK-461364A,<300nM
AXL,GSK-461364A,<300nM
BIKE,GSK-461364A,<300nM
BLK,GSK-461364A,<300nM
BMPR1A,GSK-461364A,>300nM
BMPR1B,GSK-461364A,<300nM
BMPR2,GSK-461364A,>300nM
BMX,GSK-461364A,>300nM
BRAF,GSK-461364A,>300nM
BRAF(V600E),GSK-461364A,>300nM
BRK,GSK-461364A,<300nM
BRSK1,GSK-461364A,>300nM
BRSK2,GSK-461364A,>300nM
BTK,GSK-461364A,<300nM
CAMK1,GSK-461364A,>300nM
CAMK1D,GSK-461364A,>300nM
CAMK1G,GSK-461364A,>300nM
CAMK2A,GSK-461364A,>300nM
CAMK2B,GSK-461364A,>300nM
CAMK2D,GSK-461364A,>300nM
CAMK2G,GSK-461364A,>300nM
CAMK4,GSK-461364A,>300nM
CAMKK1,GSK-461364A,>300nM
CAMKK2,GSK-461364A,>300nM
CASK,GSK-461364A,>300nM
CDC2L1,GSK-461364A,>300nM
CDC2L2,GSK-461364A,>300nM
CDC2L5,GSK-461364A,>300nM
CDK11,GSK-461364A,>300nM
CDK2,GSK-461364A,>300nM
CDK3,GSK-461364A,>300nM
CDK4-cyclinD1,GSK-461364A,<300nM
CDK4-cyclinD3,GSK-461364A,<300nM
CDK5,GSK-461364A,>300nM
CDK7,GSK-461364A,<300nM
CDK8,GSK-461364A,>300nM
CDK9,GSK-461364A,<300nM
CDKL1,GSK-461364A,>300nM
CDKL2,GSK-461364A,>300nM
CDKL3,GSK-461364A,>300nM
CDKL5,GSK-461364A,<300nM
CHEK1,GSK-461364A,>300nM
CHEK2,GSK-461364A,>300nM
CIT,GSK-461364A,<300nM
CLK1,GSK-461364A,<300nM
CLK2,GSK-461364A,<300nM
CLK3,GSK-461364A,>300nM
CLK4,GSK-461364A,<300nM
CSF1R,GSK-461364A,<300nM
CSK,GSK-461364A,>300nM
CSNK1A1,GSK-461364A,>300nM
CSNK1A1L,GSK-461364A,>300nM
CSNK1D,GSK-461364A,>300nM
CSNK1E,GSK-461364A,>300nM
CSNK1G1,GSK-461364A,>300nM
CSNK1G2,GSK-461364A,>300nM
CSNK1G3,GSK-461364A,>300nM
CSNK2A1,GSK-461364A,>300nM
CSNK2A2,GSK-461364A,>300nM
CTK,GSK-461364A,>300nM
DAPK1,GSK-461364A,>300nM
DAPK2,GSK-461364A,>300nM
DAPK3,GSK-461364A,>300nM
DCAMKL1,GSK-461364A,>300nM
DCAMKL2,GSK-461364A,>300nM
DCAMKL3,GSK-461364A,>300nM
DDR1,GSK-461364A,<300nM
DDR2,GSK-461364A,<300nM
DLK,GSK-461364A,>300nM
DMPK,GSK-461364A,>300nM
DMPK2,GSK-461364A,>300nM
DRAK1,GSK-461364A,>300nM
DRAK2,GSK-461364A,>300nM
DYRK1A,GSK-461364A,<300nM
DYRK1B,GSK-461364A,<300nM
DYRK2,GSK-461364A,<300nM
EGFR,GSK-461364A,>300nM
EGFR(E746-A750del),GSK-461364A,>300nM
EGFR(G719C),GSK-461364A,>300nM
EGFR(G719S),GSK-461364A,>300nM
"EGFR(L747-E749del, A750P)",GSK-461364A,>300nM
"EGFR(L747-S752del, P753S)",GSK-461364A,>300nM
"EGFR(L747-T751del,Sins)",GSK-461364A,>300nM
EGFR(L858R),GSK-461364A,>300nM
"EGFR(L858R,T790M)",GSK-461364A,<300nM
EGFR(L861Q),GSK-461364A,>300nM
EGFR(S752-I759del),GSK-461364A,>300nM
EGFR(T790M),GSK-461364A,>300nM
EIF2AK1,GSK-461364A,>300nM
EPHA1,GSK-461364A,<300nM
EPHA2,GSK-461364A,<300nM
EPHA3,GSK-461364A,<300nM
EPHA4,GSK-461364A,>300nM
EPHA5,GSK-461364A,>300nM
EPHA6,GSK-461364A,<300nM
EPHA7,GSK-461364A,>300nM
EPHA8,GSK-461364A,<300nM
EPHB1,GSK-461364A,<300nM
EPHB2,GSK-461364A,>300nM
EPHB3,GSK-461364A,>300nM
EPHB4,GSK-461364A,>300nM
EPHB6,GSK-461364A,<300nM
ERBB2,GSK-461364A,>300nM
ERBB3,GSK-461364A,>300nM
ERBB4,GSK-461364A,>300nM
ERK1,GSK-461364A,>300nM
ERK2,GSK-461364A,>300nM
ERK3,GSK-461364A,>300nM
ERK4,GSK-461364A,>300nM
ERK5,GSK-461364A,>300nM
ERK8,GSK-461364A,<300nM
ERN1,GSK-461364A,>300nM
FAK,GSK-461364A,>300nM
FER,GSK-461364A,>300nM
FES,GSK-461364A,>300nM
FGFR1,GSK-461364A,>300nM
FGFR2,GSK-461364A,>300nM
FGFR3,GSK-461364A,>300nM
FGFR3(G697C),GSK-461364A,>300nM
FGFR4,GSK-461364A,>300nM
FGR,GSK-461364A,<300nM
FLT1,GSK-461364A,<300nM
FLT3,GSK-461364A,<300nM
FLT3(D835H),GSK-461364A,<300nM
FLT3(D835Y),GSK-461364A,<300nM
FLT3(ITD),GSK-461364A,<300nM
FLT3(K663Q),GSK-461364A,<300nM
FLT3(N841I),GSK-461364A,<300nM
FLT3(R834Q),GSK-461364A,<300nM
FLT4,GSK-461364A,<300nM
FRK,GSK-461364A,<300nM
FYN,GSK-461364A,<300nM
GAK,GSK-461364A,<300nM
"GCN2(Kin.Dom.2,S808G)",GSK-461364A,<300nM
GRK1,GSK-461364A,>300nM
GRK4,GSK-461364A,>300nM
GRK7,GSK-461364A,>300nM
GSK3A,GSK-461364A,>300nM
GSK3B,GSK-461364A,<300nM
HCK,GSK-461364A,>300nM
HIPK1,GSK-461364A,>300nM
HIPK2,GSK-461364A,<300nM
HIPK3,GSK-461364A,<300nM
HIPK4,GSK-461364A,<300nM
HPK1,GSK-461364A,<300nM
HUNK,GSK-461364A,>300nM
ICK,GSK-461364A,<300nM
IGF1R,GSK-461364A,>300nM
IKK-alpha,GSK-461364A,>300nM
IKK-beta,GSK-461364A,<300nM
IKK-epsilon,GSK-461364A,>300nM
INSR,GSK-461364A,>300nM
INSRR,GSK-461364A,>300nM
IRAK1,GSK-461364A,<300nM
IRAK3,GSK-461364A,<300nM
IRAK4,GSK-461364A,<300nM
ITK,GSK-461364A,>300nM
JAK1(JH1domain-catalytic),GSK-461364A,>300nM
JAK1(JH2domain-pseudokinase),GSK-461364A,>300nM
JAK2(JH1domain-catalytic),GSK-461364A,<300nM
JAK3(JH1domain-catalytic),GSK-461364A,<300nM
JNK1,GSK-461364A,<300nM
JNK2,GSK-461364A,<300nM
JNK3,GSK-461364A,<300nM
KIT,GSK-461364A,<300nM
KIT(A829P),GSK-461364A,<300nM
KIT(D816H),GSK-461364A,<300nM
KIT(D816V),GSK-461364A,<300nM
KIT(L576P),GSK-461364A,<300nM
KIT(V559D),GSK-461364A,<300nM
"KIT(V559D,T670I)",GSK-461364A,<300nM
"KIT(V559D,V654A)",GSK-461364A,<300nM
LATS1,GSK-461364A,>300nM
LATS2,GSK-461364A,>300nM
LCK,GSK-461364A,<300nM
LIMK1,GSK-461364A,>300nM
LIMK2,GSK-461364A,>300nM
LKB1,GSK-461364A,>300nM
LOK,GSK-461364A,<300nM
LRRK2,GSK-461364A,>300nM
LRRK2(G2019S),GSK-461364A,>300nM
LTK,GSK-461364A,>300nM
LYN,GSK-461364A,<300nM
LZK,GSK-461364A,>300nM
MAK,GSK-461364A,>300nM
MAP3K1,GSK-461364A,>300nM
MAP3K15,GSK-461364A,>300nM
MAP3K2,GSK-461364A,<300nM
MAP3K3,GSK-461364A,<300nM
MAP3K4,GSK-461364A,>300nM
MAP4K2,GSK-461364A,<300nM
MAP4K3,GSK-461364A,<300nM
MAP4K4,GSK-461364A,<300nM
MAP4K5,GSK-461364A,<300nM
MAPKAPK2,GSK-461364A,>300nM
MAPKAPK5,GSK-461364A,>300nM
MARK1,GSK-461364A,>300nM
MARK2,GSK-461364A,>300nM
MARK3,GSK-461364A,>300nM
MARK4,GSK-461364A,>300nM
MAST1,GSK-461364A,>300nM
MEK1,GSK-461364A,>300nM
MEK2,GSK-461364A,>300nM
MEK3,GSK-461364A,>300nM
MEK4,GSK-461364A,>300nM
MEK5,GSK-461364A,<300nM
MEK6,GSK-461364A,>300nM
MELK,GSK-461364A,>300nM
MERTK,GSK-461364A,>300nM
MET,GSK-461364A,<300nM
MET(M1250T),GSK-461364A,<300nM
MET(Y1235D),GSK-461364A,>300nM
MINK,GSK-461364A,<300nM
MKK7,GSK-461364A,>300nM
MKNK1,GSK-461364A,<300nM
MKNK2,GSK-461364A,>300nM
MLCK,GSK-461364A,>300nM
MLK1,GSK-461364A,>300nM
MLK2,GSK-461364A,>300nM
MLK3,GSK-461364A,>300nM
MRCKA,GSK-461364A,>300nM
MRCKB,GSK-461364A,>300nM
MST1,GSK-461364A,>300nM
MST1R,GSK-461364A,>300nM
MST2,GSK-461364A,>300nM
MST3,GSK-461364A,>300nM
MST4,GSK-461364A,>300nM
MTOR,GSK-461364A,>300nM
MUSK,GSK-461364A,<300nM
MYLK,GSK-461364A,>300nM
MYLK2,GSK-461364A,>300nM
MYLK4,GSK-461364A,<300nM
MYO3A,GSK-461364A,>300nM
MYO3B,GSK-461364A,>300nM
NDR1,GSK-461364A,>300nM
NDR2,GSK-461364A,>300nM
NEK1,GSK-461364A,>300nM
NEK11,GSK-461364A,>300nM
NEK2,GSK-461364A,>300nM
NEK3,GSK-461364A,>300nM
NEK4,GSK-461364A,>300nM
NEK5,GSK-461364A,>300nM
NEK6,GSK-461364A,>300nM
NEK7,GSK-461364A,>300nM
NEK9,GSK-461364A,>300nM
NIM1,GSK-461364A,>300nM
NLK,GSK-461364A,>300nM
OSR1,GSK-461364A,>300nM
p38-alpha,GSK-461364A,<300nM
p38-beta,GSK-461364A,<300nM
p38-delta,GSK-461364A,>300nM
p38-gamma,GSK-461364A,<300nM
PAK1,GSK-461364A,>300nM
PAK2,GSK-461364A,>300nM
PAK3,GSK-461364A,>300nM
PAK4,GSK-461364A,>300nM
PAK6,GSK-461364A,>300nM
PAK7,GSK-461364A,>300nM
PCTK1,GSK-461364A,>300nM
PCTK2,GSK-461364A,>300nM
PCTK3,GSK-461364A,>300nM
PDGFRA,GSK-461364A,<300nM
PDGFRB,GSK-461364A,<300nM
PDPK1,GSK-461364A,>300nM
PFCDPK1(P.falciparum),GSK-461364A,>300nM
PFPK5(P.falciparum),GSK-461364A,>300nM
PFTAIRE2,GSK-461364A,>300nM
PFTK1,GSK-461364A,>300nM
PHKG1,GSK-461364A,>300nM
PHKG2,GSK-461364A,>300nM
PIK3C2B,GSK-461364A,>300nM
PIK3C2G,GSK-461364A,>300nM
PIK3CA,GSK-461364A,>300nM
PIK3CA(C420R),GSK-461364A,>300nM
PIK3CA(E542K),GSK-461364A,>300nM
PIK3CA(E545A),GSK-461364A,>300nM
PIK3CA(E545K),GSK-461364A,>300nM
PIK3CA(H1047L),GSK-461364A,>300nM
PIK3CA(H1047Y),GSK-461364A,>300nM
PIK3CA(I800L),GSK-461364A,>300nM
PIK3CA(M1043I),GSK-461364A,>300nM
PIK3CA(Q546K),GSK-461364A,>300nM
PIK3CB,GSK-461364A,>300nM
PIK3CD,GSK-461364A,>300nM
PIK3CG,GSK-461364A,>300nM
PIK4CB,GSK-461364A,>300nM
PIM1,GSK-461364A,>300nM
PIM2,GSK-461364A,>300nM
PIM3,GSK-461364A,>300nM
PIP5K1A,GSK-461364A,>300nM
PIP5K1C,GSK-461364A,>300nM
PIP5K2B,GSK-461364A,>300nM
PIP5K2C,GSK-461364A,>300nM
PKAC-alpha,GSK-461364A,>300nM
PKAC-beta,GSK-461364A,>300nM
PKMYT1,GSK-461364A,>300nM
PKN1,GSK-461364A,>300nM
PKN2,GSK-461364A,>300nM
PKNB(M.tuberculosis),GSK-461364A,>300nM
PLK1,GSK-461364A,>300nM
PLK2,GSK-461364A,>300nM
PLK3,GSK-461364A,>300nM
PLK4,GSK-461364A,<300nM
PRKCD,GSK-461364A,>300nM
PRKCE,GSK-461364A,>300nM
PRKCH,GSK-461364A,>300nM
PRKCI,GSK-461364A,>300nM
PRKCQ,GSK-461364A,>300nM
PRKD1,GSK-461364A,>300nM
PRKD2,GSK-461364A,>300nM
PRKD3,GSK-461364A,>300nM
PRKG1,GSK-461364A,>300nM
PRKG2,GSK-461364A,>300nM
PRKR,GSK-461364A,>300nM
PRKX,GSK-461364A,>300nM
PRP4,GSK-461364A,>300nM
PYK2,GSK-461364A,>300nM
QSK,GSK-461364A,>300nM
RAF1,GSK-461364A,>300nM
RET,GSK-461364A,<300nM
RET(M918T),GSK-461364A,<300nM
RET(V804L),GSK-461364A,<300nM
RET(V804M),GSK-461364A,<300nM
RIOK1,GSK-461364A,>300nM
RIOK2,GSK-461364A,>300nM
RIOK3,GSK-461364A,>300nM
RIPK1,GSK-461364A,>300nM
RIPK2,GSK-461364A,<300nM
RIPK4,GSK-461364A,>300nM
RIPK5,GSK-461364A,>300nM
ROCK1,GSK-461364A,>300nM
ROCK2,GSK-461364A,>300nM
ROS1,GSK-461364A,>300nM
RPS6KA4(Kin.Dom.1-N-terminal),GSK-461364A,>300nM
RPS6KA4(Kin.Dom.2-C-terminal),GSK-461364A,>300nM
RPS6KA5(Kin.Dom.1-N-terminal),GSK-461364A,>300nM
RPS6KA5(Kin.Dom.2-C-terminal),GSK-461364A,>300nM
RSK1(Kin.Dom.1-N-terminal),GSK-461364A,>300nM
RSK1(Kin.Dom.2-C-terminal),GSK-461364A,>300nM
RSK2(Kin.Dom.1-N-terminal),GSK-461364A,>300nM
RSK3(Kin.Dom.1-N-terminal),GSK-461364A,>300nM
RSK3(Kin.Dom.2-C-terminal),GSK-461364A,>300nM
RSK4(Kin.Dom.1-N-terminal),GSK-461364A,>300nM
RSK4(Kin.Dom.2-C-terminal),GSK-461364A,>300nM
S6K1,GSK-461364A,>300nM
SBK1,GSK-461364A,>300nM
SgK110,GSK-461364A,>300nM
SGK3,GSK-461364A,>300nM
SIK,GSK-461364A,>300nM
SIK2,GSK-461364A,>300nM
SLK,GSK-461364A,<300nM
SNARK,GSK-461364A,<300nM
SNRK,GSK-461364A,>300nM
SRC,GSK-461364A,<300nM
SRMS,GSK-461364A,>300nM
SRPK1,GSK-461364A,>300nM
SRPK2,GSK-461364A,>300nM
SRPK3,GSK-461364A,>300nM
STK16,GSK-461364A,>300nM
STK33,GSK-461364A,<300nM
STK35,GSK-461364A,<300nM
STK36,GSK-461364A,>300nM
STK39,GSK-461364A,>300nM
SYK,GSK-461364A,>300nM
TAK1,GSK-461364A,<300nM
TAOK1,GSK-461364A,<300nM
TAOK2,GSK-461364A,<300nM
TAOK3,GSK-461364A,<300nM
TBK1,GSK-461364A,>300nM
TEC,GSK-461364A,>300nM
TESK1,GSK-461364A,>300nM
TGFBR1,GSK-461364A,>300nM
TGFBR2,GSK-461364A,>300nM
TIE1,GSK-461364A,<300nM
TIE2,GSK-461364A,<300nM
TLK1,GSK-461364A,>300nM
TLK2,GSK-461364A,>300nM
TNIK,GSK-461364A,<300nM
TNK1,GSK-461364A,<300nM
TNK2,GSK-461364A,>300nM
TNNI3K,GSK-461364A,>300nM
TRKA,GSK-461364A,<300nM
TRKB,GSK-461364A,<300nM
TRKC,GSK-461364A,<300nM
TRPM6,GSK-461364A,>300nM
TSSK1B,GSK-461364A,>300nM
TTK,GSK-461364A,<300nM
TXK,GSK-461364A,>300nM
TYK2(JH1domain-catalytic),GSK-461364A,>300nM
TYK2(JH2domain-pseudokinase),GSK-461364A,>300nM
TYRO3,GSK-461364A,>300nM
ULK1,GSK-461364A,>300nM
ULK2,GSK-461364A,<300nM
ULK3,GSK-461364A,<300nM
VEGFR2,GSK-461364A,<300nM
VRK2,GSK-461364A,>300nM
WEE1,GSK-461364A,>300nM
WEE2,GSK-461364A,>300nM
YANK1,GSK-461364A,>300nM
YANK2,GSK-461364A,>300nM
YANK3,GSK-461364A,>300nM
YES,GSK-461364A,<300nM
YSK1,GSK-461364A,>300nM
YSK4,GSK-461364A,<300nM
ZAK,GSK-461364A,>300nM
ZAP70,GSK-461364A,>300nM
AAK1,PI-103,>300nM
ABL1(E255K)-phosphorylated,PI-103,<300nM
ABL1(F317I)-nonphosphorylated,PI-103,>300nM
ABL1(F317I)-phosphorylated,PI-103,>300nM
ABL1(F317L)-nonphosphorylated,PI-103,>300nM
ABL1(F317L)-phosphorylated,PI-103,>300nM
ABL1(H396P)-nonphosphorylated,PI-103,<300nM
ABL1(H396P)-phosphorylated,PI-103,<300nM
ABL1(M351T)-phosphorylated,PI-103,<300nM
ABL1(Q252H)-nonphosphorylated,PI-103,<300nM
ABL1(Q252H)-phosphorylated,PI-103,<300nM
ABL1(T315I)-nonphosphorylated,PI-103,>300nM
ABL1(T315I)-phosphorylated,PI-103,>300nM
ABL1(Y253F)-phosphorylated,PI-103,<300nM
ABL1-nonphosphorylated,PI-103,<300nM
ABL1-phosphorylated,PI-103,<300nM
ABL2,PI-103,>300nM
ACVR1,PI-103,>300nM
ACVR1B,PI-103,>300nM
ACVR2A,PI-103,>300nM
ACVR2B,PI-103,>300nM
ACVRL1,PI-103,>300nM
ADCK3,PI-103,>300nM
ADCK4,PI-103,>300nM
AKT1,PI-103,>300nM
AKT2,PI-103,>300nM
AKT3,PI-103,>300nM
ALK,PI-103,>300nM
AMPK-alpha1,PI-103,>300nM
AMPK-alpha2,PI-103,>300nM
ANKK1,PI-103,>300nM
ARK5,PI-103,>300nM
ASK1,PI-103,>300nM
ASK2,PI-103,>300nM
AURKA,PI-103,>300nM
AURKB,PI-103,>300nM
AURKC,PI-103,>300nM
AXL,PI-103,>300nM
BIKE,PI-103,>300nM
BLK,PI-103,>300nM
BMPR1A,PI-103,>300nM
BMPR1B,PI-103,>300nM
BMPR2,PI-103,>300nM
BMX,PI-103,>300nM
BRAF,PI-103,>300nM
BRAF(V600E),PI-103,>300nM
BRK,PI-103,>300nM
BRSK1,PI-103,>300nM
BRSK2,PI-103,>300nM
BTK,PI-103,>300nM
CAMK1,PI-103,>300nM
CAMK1D,PI-103,>300nM
CAMK1G,PI-103,>300nM
CAMK2A,PI-103,>300nM
CAMK2B,PI-103,>300nM
CAMK2D,PI-103,>300nM
CAMK2G,PI-103,>300nM
CAMK4,PI-103,>300nM
CAMKK1,PI-103,>300nM
CAMKK2,PI-103,>300nM
CASK,PI-103,>300nM
CDC2L1,PI-103,>300nM
CDC2L2,PI-103,>300nM
CDC2L5,PI-103,>300nM
CDK11,PI-103,>300nM
CDK2,PI-103,>300nM
CDK3,PI-103,>300nM
CDK4-cyclinD1,PI-103,>300nM
CDK4-cyclinD3,PI-103,>300nM
CDK5,PI-103,>300nM
CDK7,PI-103,>300nM
CDK8,PI-103,>300nM
CDK9,PI-103,>300nM
CDKL1,PI-103,>300nM
CDKL2,PI-103,>300nM
CDKL3,PI-103,>300nM
CDKL5,PI-103,>300nM
CHEK1,PI-103,>300nM
CHEK2,PI-103,>300nM
CIT,PI-103,>300nM
CLK1,PI-103,>300nM
CLK2,PI-103,>300nM
CLK3,PI-103,>300nM
CLK4,PI-103,>300nM
CSF1R,PI-103,<300nM
CSK,PI-103,>300nM
CSNK1A1,PI-103,>300nM
CSNK1A1L,PI-103,>300nM
CSNK1D,PI-103,>300nM
CSNK1E,PI-103,>300nM
CSNK1G1,PI-103,>300nM
CSNK1G2,PI-103,>300nM
CSNK1G3,PI-103,>300nM
CSNK2A1,PI-103,>300nM
CSNK2A2,PI-103,>300nM
CTK,PI-103,>300nM
DAPK1,PI-103,>300nM
DAPK2,PI-103,>300nM
DAPK3,PI-103,>300nM
DCAMKL1,PI-103,>300nM
DCAMKL2,PI-103,>300nM
DCAMKL3,PI-103,>300nM
DDR1,PI-103,>300nM
DDR2,PI-103,<300nM
DLK,PI-103,>300nM
DMPK,PI-103,>300nM
DMPK2,PI-103,>300nM
DRAK1,PI-103,>300nM
DRAK2,PI-103,>300nM
DYRK1A,PI-103,>300nM
DYRK1B,PI-103,>300nM
DYRK2,PI-103,>300nM
EGFR,PI-103,>300nM
EGFR(E746-A750del),PI-103,>300nM
EGFR(G719C),PI-103,>300nM
EGFR(G719S),PI-103,>300nM
"EGFR(L747-E749del, A750P)",PI-103,>300nM
"EGFR(L747-S752del, P753S)",PI-103,>300nM
"EGFR(L747-T751del,Sins)",PI-103,>300nM
EGFR(L858R),PI-103,>300nM
"EGFR(L858R,T790M)",PI-103,>300nM
EGFR(L861Q),PI-103,>300nM
EGFR(S752-I759del),PI-103,>300nM
EGFR(T790M),PI-103,>300nM
EIF2AK1,PI-103,>300nM
EPHA1,PI-103,>300nM
EPHA2,PI-103,>300nM
EPHA3,PI-103,>300nM
EPHA4,PI-103,>300nM
EPHA5,PI-103,>300nM
EPHA6,PI-103,>300nM
EPHA7,PI-103,>300nM
EPHA8,PI-103,>300nM
EPHB1,PI-103,>300nM
EPHB2,PI-103,>300nM
EPHB3,PI-103,>300nM
EPHB4,PI-103,>300nM
EPHB6,PI-103,>300nM
ERBB2,PI-103,>300nM
ERBB3,PI-103,>300nM
ERBB4,PI-103,>300nM
ERK1,PI-103,>300nM
ERK2,PI-103,>300nM
ERK3,PI-103,>300nM
ERK4,PI-103,>300nM
ERK5,PI-103,>300nM
ERK8,PI-103,>300nM
ERN1,PI-103,>300nM
FAK,PI-103,>300nM
FER,PI-103,>300nM
FES,PI-103,>300nM
FGFR1,PI-103,>300nM
FGFR2,PI-103,>300nM
FGFR3,PI-103,>300nM
FGFR3(G697C),PI-103,>300nM
FGFR4,PI-103,>300nM
FGR,PI-103,>300nM
FLT1,PI-103,>300nM
FLT3,PI-103,>300nM
FLT3(D835H),PI-103,>300nM
FLT3(D835Y),PI-103,>300nM
FLT3(ITD),PI-103,>300nM
FLT3(K663Q),PI-103,>300nM
FLT3(N841I),PI-103,>300nM
FLT3(R834Q),PI-103,>300nM
FLT4,PI-103,>300nM
FRK,PI-103,>300nM
FYN,PI-103,>300nM
GAK,PI-103,>300nM
"GCN2(Kin.Dom.2,S808G)",PI-103,>300nM
GRK1,PI-103,>300nM
GRK4,PI-103,>300nM
GRK7,PI-103,>300nM
GSK3A,PI-103,>300nM
GSK3B,PI-103,>300nM
HCK,PI-103,>300nM
HIPK1,PI-103,>300nM
HIPK2,PI-103,>300nM
HIPK3,PI-103,>300nM
HIPK4,PI-103,>300nM
HPK1,PI-103,>300nM
HUNK,PI-103,>300nM
ICK,PI-103,>300nM
IGF1R,PI-103,>300nM
IKK-alpha,PI-103,>300nM
IKK-beta,PI-103,>300nM
IKK-epsilon,PI-103,>300nM
INSR,PI-103,>300nM
INSRR,PI-103,>300nM
IRAK1,PI-103,>300nM
IRAK3,PI-103,>300nM
IRAK4,PI-103,>300nM
ITK,PI-103,>300nM
JAK1(JH1domain-catalytic),PI-103,>300nM
JAK1(JH2domain-pseudokinase),PI-103,>300nM
JAK2(JH1domain-catalytic),PI-103,>300nM
JAK3(JH1domain-catalytic),PI-103,>300nM
JNK1,PI-103,>300nM
JNK2,PI-103,>300nM
JNK3,PI-103,>300nM
KIT,PI-103,<300nM
KIT(A829P),PI-103,<300nM
KIT(D816H),PI-103,>300nM
KIT(D816V),PI-103,>300nM
KIT(L576P),PI-103,<300nM
KIT(V559D),PI-103,<300nM
"KIT(V559D,T670I)",PI-103,<300nM
"KIT(V559D,V654A)",PI-103,<300nM
LATS1,PI-103,>300nM
LATS2,PI-103,>300nM
LCK,PI-103,>300nM
LIMK1,PI-103,>300nM
LIMK2,PI-103,>300nM
LKB1,PI-103,>300nM
LOK,PI-103,>300nM
LRRK2,PI-103,>300nM
LRRK2(G2019S),PI-103,>300nM
LTK,PI-103,>300nM
LYN,PI-103,>300nM
LZK,PI-103,>300nM
MAK,PI-103,>300nM
MAP3K1,PI-103,>300nM
MAP3K15,PI-103,>300nM
MAP3K2,PI-103,>300nM
MAP3K3,PI-103,>300nM
MAP3K4,PI-103,>300nM
MAP4K2,PI-103,>300nM
MAP4K3,PI-103,>300nM
MAP4K4,PI-103,>300nM
MAP4K5,PI-103,>300nM
MAPKAPK2,PI-103,>300nM
MAPKAPK5,PI-103,>300nM
MARK1,PI-103,>300nM
MARK2,PI-103,>300nM
MARK3,PI-103,>300nM
MARK4,PI-103,>300nM
MAST1,PI-103,>300nM
MEK1,PI-103,>300nM
MEK2,PI-103,>300nM
MEK3,PI-103,>300nM
MEK4,PI-103,>300nM
MEK5,PI-103,<300nM
MEK6,PI-103,>300nM
MELK,PI-103,>300nM
MERTK,PI-103,>300nM
MET,PI-103,>300nM
MET(M1250T),PI-103,>300nM
MET(Y1235D),PI-103,>300nM
MINK,PI-103,>300nM
MKK7,PI-103,>300nM
MKNK1,PI-103,>300nM
MKNK2,PI-103,>300nM
MLCK,PI-103,>300nM
MLK1,PI-103,>300nM
MLK2,PI-103,>300nM
MLK3,PI-103,>300nM
MRCKA,PI-103,>300nM
MRCKB,PI-103,>300nM
MST1,PI-103,>300nM
MST1R,PI-103,>300nM
MST2,PI-103,>300nM
MST3,PI-103,>300nM
MST4,PI-103,>300nM
MTOR,PI-103,>300nM
MUSK,PI-103,>300nM
MYLK,PI-103,>300nM
MYLK2,PI-103,>300nM
MYLK4,PI-103,>300nM
MYO3A,PI-103,>300nM
MYO3B,PI-103,>300nM
NDR1,PI-103,>300nM
NDR2,PI-103,>300nM
NEK1,PI-103,>300nM
NEK11,PI-103,>300nM
NEK2,PI-103,>300nM
NEK3,PI-103,>300nM
NEK4,PI-103,>300nM
NEK5,PI-103,>300nM
NEK6,PI-103,>300nM
NEK7,PI-103,>300nM
NEK9,PI-103,>300nM
NIM1,PI-103,>300nM
NLK,PI-103,>300nM
OSR1,PI-103,>300nM
p38-alpha,PI-103,>300nM
p38-beta,PI-103,>300nM
p38-delta,PI-103,>300nM
p38-gamma,PI-103,>300nM
PAK1,PI-103,>300nM
PAK2,PI-103,>300nM
PAK3,PI-103,>300nM
PAK4,PI-103,>300nM
PAK6,PI-103,>300nM
PAK7,PI-103,>300nM
PCTK1,PI-103,>300nM
PCTK2,PI-103,>300nM
PCTK3,PI-103,>300nM
PDGFRA,PI-103,<300nM
PDGFRB,PI-103,<300nM
PDPK1,PI-103,>300nM
PFCDPK1(P.falciparum),PI-103,>300nM
PFPK5(P.falciparum),PI-103,>300nM
PFTAIRE2,PI-103,>300nM
PFTK1,PI-103,>300nM
PHKG1,PI-103,>300nM
PHKG2,PI-103,>300nM
PIK3C2B,PI-103,>300nM
PIK3C2G,PI-103,>300nM
PIK3CA,PI-103,>300nM
PIK3CA(C420R),PI-103,>300nM
PIK3CA(E542K),PI-103,>300nM
PIK3CA(E545A),PI-103,>300nM
PIK3CA(E545K),PI-103,>300nM
PIK3CA(H1047L),PI-103,>300nM
PIK3CA(H1047Y),PI-103,>300nM
PIK3CA(I800L),PI-103,>300nM
PIK3CA(M1043I),PI-103,>300nM
PIK3CA(Q546K),PI-103,>300nM
PIK3CB,PI-103,>300nM
PIK3CD,PI-103,>300nM
PIK3CG,PI-103,>300nM
PIK4CB,PI-103,>300nM
PIM1,PI-103,>300nM
PIM2,PI-103,>300nM
PIM3,PI-103,>300nM
PIP5K1A,PI-103,>300nM
PIP5K1C,PI-103,>300nM
PIP5K2B,PI-103,>300nM
PIP5K2C,PI-103,>300nM
PKAC-alpha,PI-103,>300nM
PKAC-beta,PI-103,>300nM
PKMYT1,PI-103,>300nM
PKN1,PI-103,>300nM
PKN2,PI-103,>300nM
PKNB(M.tuberculosis),PI-103,>300nM
PLK1,PI-103,>300nM
PLK2,PI-103,>300nM
PLK3,PI-103,>300nM
PLK4,PI-103,>300nM
