Kinase,Compound,Predicted_Kd_Category
TGFBR2,CI-1040,>3000nM
TIE1,CI-1040,<3000nM
TIE2,CI-1040,>3000nM
TLK1,CI-1040,>3000nM
TLK2,CI-1040,>3000nM
TNIK,CI-1040,>3000nM
TNK1,CI-1040,>3000nM
TNK2,CI-1040,>3000nM
TNNI3K,CI-1040,>3000nM
TRKA,CI-1040,>3000nM
TRKB,CI-1040,>3000nM
TRKC,CI-1040,>3000nM
TRPM6,CI-1040,>3000nM
TSSK1B,CI-1040,>3000nM
TTK,CI-1040,>3000nM
TXK,CI-1040,>3000nM
TYK2(JH1domain-catalytic),CI-1040,>3000nM
TYK2(JH2domain-pseudokinase),CI-1040,>3000nM
TYRO3,CI-1040,>3000nM
ULK1,CI-1040,>3000nM
ULK2,CI-1040,>3000nM
ULK3,CI-1040,>3000nM
VEGFR2,CI-1040,>3000nM
VRK2,CI-1040,>3000nM
WEE1,CI-1040,>3000nM
WEE2,CI-1040,>3000nM
YANK1,CI-1040,>3000nM
YANK2,CI-1040,>3000nM
YANK3,CI-1040,>3000nM
YES,CI-1040,<3000nM
YSK1,CI-1040,>3000nM
YSK4,CI-1040,<3000nM
ZAK,CI-1040,>3000nM
ZAP70,CI-1040,>3000nM
AAK1,GSK-461364A,<3000nM
ABL1(E255K)-phosphorylated,GSK-461364A,<3000nM
ABL1(F317I)-nonphosphorylated,GSK-461364A,<3000nM
ABL1(F317I)-phosphorylated,GSK-461364A,<3000nM
ABL1(F317L)-nonphosphorylated,GSK-461364A,<3000nM
ABL1(F317L)-phosphorylated,GSK-461364A,<3000nM
ABL1(H396P)-nonphosphorylated,GSK-461364A,<3000nM
ABL1(H396P)-phosphorylated,GSK-461364A,<3000nM
ABL1(M351T)-phosphorylated,GSK-461364A,<3000nM
ABL1(Q252H)-nonphosphorylated,GSK-461364A,<3000nM
ABL1(Q252H)-phosphorylated,GSK-461364A,<3000nM
ABL1(T315I)-nonphosphorylated,GSK-461364A,<3000nM
ABL1(T315I)-phosphorylated,GSK-461364A,<3000nM
ABL1(Y253F)-phosphorylated,GSK-461364A,<3000nM
ABL1-nonphosphorylated,GSK-461364A,<3000nM
ABL1-phosphorylated,GSK-461364A,<3000nM
ABL2,GSK-461364A,<3000nM
ACVR1,GSK-461364A,>3000nM
ACVR1B,GSK-461364A,>3000nM
ACVR2A,GSK-461364A,>3000nM
ACVR2B,GSK-461364A,>3000nM
ACVRL1,GSK-461364A,>3000nM
ADCK3,GSK-461364A,>3000nM
ADCK4,GSK-461364A,>3000nM
AKT1,GSK-461364A,>3000nM
AKT2,GSK-461364A,>3000nM
AKT3,GSK-461364A,>3000nM
ALK,GSK-461364A,<3000nM
AMPK-alpha1,GSK-461364A,>3000nM
AMPK-alpha2,GSK-461364A,>3000nM
ANKK1,GSK-461364A,>3000nM
ARK5,GSK-461364A,>3000nM
ASK1,GSK-461364A,>3000nM
ASK2,GSK-461364A,>3000nM
AURKA,GSK-461364A,>3000nM
AURKB,GSK-461364A,>3000nM
AURKC,GSK-461364A,<3000nM
AXL,GSK-461364A,<3000nM
BIKE,GSK-461364A,>3000nM
BLK,GSK-461364A,<3000nM
BMPR1A,GSK-461364A,>3000nM
BMPR1B,GSK-461364A,>3000nM
BMPR2,GSK-461364A,>3000nM
BMX,GSK-461364A,>3000nM
BRAF,GSK-461364A,<3000nM
BRAF(V600E),GSK-461364A,<3000nM
BRK,GSK-461364A,>3000nM
BRSK1,GSK-461364A,>3000nM
BRSK2,GSK-461364A,>3000nM
BTK,GSK-461364A,>3000nM
CAMK1,GSK-461364A,>3000nM
CAMK1D,GSK-461364A,>3000nM
CAMK1G,GSK-461364A,>3000nM
CAMK2A,GSK-461364A,>3000nM
CAMK2B,GSK-461364A,>3000nM
CAMK2D,GSK-461364A,>3000nM
CAMK2G,GSK-461364A,>3000nM
CAMK4,GSK-461364A,>3000nM
CAMKK1,GSK-461364A,<3000nM
CAMKK2,GSK-461364A,<3000nM
CASK,GSK-461364A,>3000nM
CDC2L1,GSK-461364A,>3000nM
CDC2L2,GSK-461364A,>3000nM
CDC2L5,GSK-461364A,>3000nM
CDK11,GSK-461364A,>3000nM
CDK2,GSK-461364A,>3000nM
CDK3,GSK-461364A,>3000nM
CDK4-cyclinD1,GSK-461364A,>3000nM
CDK4-cyclinD3,GSK-461364A,<3000nM
CDK5,GSK-461364A,>3000nM
CDK7,GSK-461364A,<3000nM
CDK8,GSK-461364A,>3000nM
CDK9,GSK-461364A,>3000nM
CDKL1,GSK-461364A,>3000nM
CDKL2,GSK-461364A,<3000nM
CDKL3,GSK-461364A,>3000nM
CDKL5,GSK-461364A,>3000nM
CHEK1,GSK-461364A,>3000nM
CHEK2,GSK-461364A,>3000nM
CIT,GSK-461364A,<3000nM
CLK1,GSK-461364A,<3000nM
CLK2,GSK-461364A,<3000nM
CLK3,GSK-461364A,<3000nM
CLK4,GSK-461364A,<3000nM
CSF1R,GSK-461364A,<3000nM
CSK,GSK-461364A,<3000nM
CSNK1A1,GSK-461364A,>3000nM
CSNK1A1L,GSK-461364A,>3000nM
CSNK1D,GSK-461364A,<3000nM
CSNK1E,GSK-461364A,<3000nM
CSNK1G1,GSK-461364A,>3000nM
CSNK1G2,GSK-461364A,>3000nM
CSNK1G3,GSK-461364A,>3000nM
CSNK2A1,GSK-461364A,>3000nM
CSNK2A2,GSK-461364A,>3000nM
CTK,GSK-461364A,>3000nM
DAPK1,GSK-461364A,<3000nM
DAPK2,GSK-461364A,>3000nM
DAPK3,GSK-461364A,<3000nM
DCAMKL1,GSK-461364A,>3000nM
DCAMKL2,GSK-461364A,>3000nM
DCAMKL3,GSK-461364A,<3000nM
DDR1,GSK-461364A,<3000nM
DDR2,GSK-461364A,<3000nM
DLK,GSK-461364A,>3000nM
DMPK,GSK-461364A,<3000nM
DMPK2,GSK-461364A,>3000nM
DRAK1,GSK-461364A,<3000nM
DRAK2,GSK-461364A,>3000nM
DYRK1A,GSK-461364A,<3000nM
DYRK1B,GSK-461364A,<3000nM
DYRK2,GSK-461364A,<3000nM
EGFR,GSK-461364A,<3000nM
EGFR(E746-A750del),GSK-461364A,<3000nM
EGFR(G719C),GSK-461364A,<3000nM
EGFR(G719S),GSK-461364A,<3000nM
"EGFR(L747-E749del, A750P)",GSK-461364A,<3000nM
"EGFR(L747-S752del, P753S)",GSK-461364A,<3000nM
"EGFR(L747-T751del,Sins)",GSK-461364A,<3000nM
EGFR(L858R),GSK-461364A,<3000nM
"EGFR(L858R,T790M)",GSK-461364A,<3000nM
EGFR(L861Q),GSK-461364A,<3000nM
EGFR(S752-I759del),GSK-461364A,>3000nM
EGFR(T790M),GSK-461364A,<3000nM
EIF2AK1,GSK-461364A,>3000nM
EPHA1,GSK-461364A,>3000nM
EPHA2,GSK-461364A,>3000nM
EPHA3,GSK-461364A,<3000nM
EPHA4,GSK-461364A,<3000nM
EPHA5,GSK-461364A,<3000nM
EPHA6,GSK-461364A,<3000nM
EPHA7,GSK-461364A,>3000nM
EPHA8,GSK-461364A,<3000nM
EPHB1,GSK-461364A,<3000nM
EPHB2,GSK-461364A,<3000nM
EPHB3,GSK-461364A,>3000nM
EPHB4,GSK-461364A,<3000nM
EPHB6,GSK-461364A,<3000nM
ERBB2,GSK-461364A,>3000nM
ERBB3,GSK-461364A,>3000nM
ERBB4,GSK-461364A,>3000nM
ERK1,GSK-461364A,>3000nM
ERK2,GSK-461364A,>3000nM
ERK3,GSK-461364A,>3000nM
ERK4,GSK-461364A,>3000nM
ERK5,GSK-461364A,>3000nM
ERK8,GSK-461364A,<3000nM
ERN1,GSK-461364A,<3000nM
FAK,GSK-461364A,>3000nM
FER,GSK-461364A,>3000nM
FES,GSK-461364A,>3000nM
FGFR1,GSK-461364A,<3000nM
FGFR2,GSK-461364A,<3000nM
FGFR3,GSK-461364A,>3000nM
FGFR3(G697C),GSK-461364A,>3000nM
FGFR4,GSK-461364A,<3000nM
FGR,GSK-461364A,<3000nM
FLT1,GSK-461364A,<3000nM
FLT3,GSK-461364A,<3000nM
FLT3(D835H),GSK-461364A,<3000nM
FLT3(D835Y),GSK-461364A,<3000nM
FLT3(ITD),GSK-461364A,<3000nM
FLT3(K663Q),GSK-461364A,<3000nM
FLT3(N841I),GSK-461364A,<3000nM
FLT3(R834Q),GSK-461364A,<3000nM
FLT4,GSK-461364A,<3000nM
FRK,GSK-461364A,<3000nM
FYN,GSK-461364A,<3000nM
GAK,GSK-461364A,<3000nM
"GCN2(Kin.Dom.2,S808G)",GSK-461364A,<3000nM
GRK1,GSK-461364A,<3000nM
GRK4,GSK-461364A,>3000nM
GRK7,GSK-461364A,<3000nM
GSK3A,GSK-461364A,>3000nM
GSK3B,GSK-461364A,>3000nM
HCK,GSK-461364A,<3000nM
HIPK1,GSK-461364A,<3000nM
HIPK2,GSK-461364A,<3000nM
HIPK3,GSK-461364A,<3000nM
HIPK4,GSK-461364A,<3000nM
HPK1,GSK-461364A,<3000nM
HUNK,GSK-461364A,>3000nM
ICK,GSK-461364A,>3000nM
IGF1R,GSK-461364A,>3000nM
IKK-alpha,GSK-461364A,>3000nM
IKK-beta,GSK-461364A,>3000nM
IKK-epsilon,GSK-461364A,>3000nM
INSR,GSK-461364A,>3000nM
INSRR,GSK-461364A,>3000nM
IRAK1,GSK-461364A,<3000nM
IRAK3,GSK-461364A,<3000nM
IRAK4,GSK-461364A,<3000nM
ITK,GSK-461364A,>3000nM
JAK1(JH1domain-catalytic),GSK-461364A,>3000nM
JAK1(JH2domain-pseudokinase),GSK-461364A,>3000nM
JAK2(JH1domain-catalytic),GSK-461364A,<3000nM
JAK3(JH1domain-catalytic),GSK-461364A,<3000nM
JNK1,GSK-461364A,>3000nM
JNK2,GSK-461364A,<3000nM
JNK3,GSK-461364A,<3000nM
KIT,GSK-461364A,<3000nM
KIT(A829P),GSK-461364A,<3000nM
KIT(D816H),GSK-461364A,<3000nM
KIT(D816V),GSK-461364A,<3000nM
KIT(L576P),GSK-461364A,<3000nM
KIT(V559D),GSK-461364A,<3000nM
"KIT(V559D,T670I)",GSK-461364A,<3000nM
"KIT(V559D,V654A)",GSK-461364A,<3000nM
LATS1,GSK-461364A,>3000nM
LATS2,GSK-461364A,>3000nM
LCK,GSK-461364A,<3000nM
LIMK1,GSK-461364A,>3000nM
LIMK2,GSK-461364A,>3000nM
LKB1,GSK-461364A,>3000nM
LOK,GSK-461364A,<3000nM
LRRK2,GSK-461364A,<3000nM
LRRK2(G2019S),GSK-461364A,<3000nM
LTK,GSK-461364A,<3000nM
LYN,GSK-461364A,<3000nM
LZK,GSK-461364A,>3000nM
MAK,GSK-461364A,>3000nM
MAP3K1,GSK-461364A,>3000nM
MAP3K15,GSK-461364A,>3000nM
MAP3K2,GSK-461364A,<3000nM
MAP3K3,GSK-461364A,<3000nM
MAP3K4,GSK-461364A,>3000nM
MAP4K2,GSK-461364A,<3000nM
MAP4K3,GSK-461364A,<3000nM
MAP4K4,GSK-461364A,<3000nM
MAP4K5,GSK-461364A,<3000nM
MAPKAPK2,GSK-461364A,>3000nM
MAPKAPK5,GSK-461364A,>3000nM
MARK1,GSK-461364A,>3000nM
MARK2,GSK-461364A,>3000nM
MARK3,GSK-461364A,>3000nM
MARK4,GSK-461364A,>3000nM
MAST1,GSK-461364A,>3000nM
MEK1,GSK-461364A,<3000nM
MEK2,GSK-461364A,<3000nM
MEK3,GSK-461364A,<3000nM
MEK4,GSK-461364A,>3000nM
MEK5,GSK-461364A,<3000nM
MEK6,GSK-461364A,>3000nM
MELK,GSK-461364A,<3000nM
MERTK,GSK-461364A,<3000nM
MET,GSK-461364A,<3000nM
MET(M1250T),GSK-461364A,<3000nM
MET(Y1235D),GSK-461364A,<3000nM
MINK,GSK-461364A,<3000nM
MKK7,GSK-461364A,>3000nM
MKNK1,GSK-461364A,>3000nM
MKNK2,GSK-461364A,<3000nM
MLCK,GSK-461364A,>3000nM
MLK1,GSK-461364A,>3000nM
MLK2,GSK-461364A,>3000nM
MLK3,GSK-461364A,>3000nM
MRCKA,GSK-461364A,>3000nM
MRCKB,GSK-461364A,>3000nM
MST1,GSK-461364A,>3000nM
MST1R,GSK-461364A,>3000nM
MST2,GSK-461364A,<3000nM
MST3,GSK-461364A,>3000nM
MST4,GSK-461364A,>3000nM
MTOR,GSK-461364A,>3000nM
MUSK,GSK-461364A,<3000nM
MYLK,GSK-461364A,<3000nM
MYLK2,GSK-461364A,>3000nM
MYLK4,GSK-461364A,>3000nM
MYO3A,GSK-461364A,>3000nM
MYO3B,GSK-461364A,>3000nM
NDR1,GSK-461364A,>3000nM
NDR2,GSK-461364A,>3000nM
NEK1,GSK-461364A,>3000nM
NEK11,GSK-461364A,>3000nM
NEK2,GSK-461364A,>3000nM
NEK3,GSK-461364A,>3000nM
NEK4,GSK-461364A,>3000nM
NEK5,GSK-461364A,>3000nM
NEK6,GSK-461364A,>3000nM
NEK7,GSK-461364A,>3000nM
NEK9,GSK-461364A,>3000nM
NIM1,GSK-461364A,>3000nM
NLK,GSK-461364A,>3000nM
OSR1,GSK-461364A,>3000nM
p38-alpha,GSK-461364A,>3000nM
p38-beta,GSK-461364A,>3000nM
p38-delta,GSK-461364A,>3000nM
p38-gamma,GSK-461364A,>3000nM
PAK1,GSK-461364A,>3000nM
PAK2,GSK-461364A,>3000nM
PAK3,GSK-461364A,>3000nM
PAK4,GSK-461364A,>3000nM
PAK6,GSK-461364A,>3000nM
PAK7,GSK-461364A,>3000nM
PCTK1,GSK-461364A,<3000nM
PCTK2,GSK-461364A,>3000nM
PCTK3,GSK-461364A,>3000nM
PDGFRA,GSK-461364A,<3000nM
PDGFRB,GSK-461364A,<3000nM
PDPK1,GSK-461364A,>3000nM
PFCDPK1(P.falciparum),GSK-461364A,>3000nM
PFPK5(P.falciparum),GSK-461364A,>3000nM
PFTAIRE2,GSK-461364A,>3000nM
PFTK1,GSK-461364A,>3000nM
PHKG1,GSK-461364A,<3000nM
PHKG2,GSK-461364A,<3000nM
PIK3C2B,GSK-461364A,>3000nM
PIK3C2G,GSK-461364A,>3000nM
PIK3CA,GSK-461364A,>3000nM
PIK3CA(C420R),GSK-461364A,>3000nM
PIK3CA(E542K),GSK-461364A,>3000nM
PIK3CA(E545A),GSK-461364A,>3000nM
PIK3CA(E545K),GSK-461364A,>3000nM
PIK3CA(H1047L),GSK-461364A,>3000nM
PIK3CA(H1047Y),GSK-461364A,>3000nM
PIK3CA(I800L),GSK-461364A,>3000nM
PIK3CA(M1043I),GSK-461364A,>3000nM
PIK3CA(Q546K),GSK-461364A,>3000nM
PIK3CB,GSK-461364A,>3000nM
PIK3CD,GSK-461364A,>3000nM
PIK3CG,GSK-461364A,>3000nM
PIK4CB,GSK-461364A,>3000nM
PIM1,GSK-461364A,<3000nM
PIM2,GSK-461364A,>3000nM
PIM3,GSK-461364A,<3000nM
PIP5K1A,GSK-461364A,>3000nM
PIP5K1C,GSK-461364A,>3000nM
PIP5K2B,GSK-461364A,>3000nM
PIP5K2C,GSK-461364A,>3000nM
PKAC-alpha,GSK-461364A,>3000nM
PKAC-beta,GSK-461364A,>3000nM
PKMYT1,GSK-461364A,>3000nM
PKN1,GSK-461364A,>3000nM
PKN2,GSK-461364A,>3000nM
PKNB(M.tuberculosis),GSK-461364A,<3000nM
PLK1,GSK-461364A,>3000nM
PLK2,GSK-461364A,>3000nM
PLK3,GSK-461364A,>3000nM
PLK4,GSK-461364A,<3000nM
PRKCD,GSK-461364A,>3000nM
PRKCE,GSK-461364A,>3000nM
PRKCH,GSK-461364A,>3000nM
PRKCI,GSK-461364A,>3000nM
PRKCQ,GSK-461364A,>3000nM
PRKD1,GSK-461364A,<3000nM
PRKD2,GSK-461364A,<3000nM
PRKD3,GSK-461364A,<3000nM
PRKG1,GSK-461364A,>3000nM
PRKG2,GSK-461364A,>3000nM
PRKR,GSK-461364A,<3000nM
PRKX,GSK-461364A,>3000nM
PRP4,GSK-461364A,>3000nM
PYK2,GSK-461364A,<3000nM
QSK,GSK-461364A,>3000nM
RAF1,GSK-461364A,>3000nM
RET,GSK-461364A,<3000nM
RET(M918T),GSK-461364A,<3000nM
RET(V804L),GSK-461364A,<3000nM
RET(V804M),GSK-461364A,<3000nM
RIOK1,GSK-461364A,<3000nM
RIOK2,GSK-461364A,<3000nM
RIOK3,GSK-461364A,>3000nM
RIPK1,GSK-461364A,>3000nM
RIPK2,GSK-461364A,<3000nM
RIPK4,GSK-461364A,>3000nM
RIPK5,GSK-461364A,>3000nM
ROCK1,GSK-461364A,<3000nM
ROCK2,GSK-461364A,<3000nM
ROS1,GSK-461364A,>3000nM
RPS6KA4(Kin.Dom.1-N-terminal),GSK-461364A,>3000nM
RPS6KA4(Kin.Dom.2-C-terminal),GSK-461364A,<3000nM
RPS6KA5(Kin.Dom.1-N-terminal),GSK-461364A,>3000nM
RPS6KA5(Kin.Dom.2-C-terminal),GSK-461364A,>3000nM
RSK1(Kin.Dom.1-N-terminal),GSK-461364A,>3000nM
RSK1(Kin.Dom.2-C-terminal),GSK-461364A,>3000nM
RSK2(Kin.Dom.1-N-terminal),GSK-461364A,>3000nM
RSK3(Kin.Dom.1-N-terminal),GSK-461364A,>3000nM
RSK3(Kin.Dom.2-C-terminal),GSK-461364A,>3000nM
RSK4(Kin.Dom.1-N-terminal),GSK-461364A,>3000nM
RSK4(Kin.Dom.2-C-terminal),GSK-461364A,>3000nM
S6K1,GSK-461364A,<3000nM
SBK1,GSK-461364A,>3000nM
SgK110,GSK-461364A,>3000nM
SGK3,GSK-461364A,>3000nM
SIK,GSK-461364A,<3000nM
SIK2,GSK-461364A,<3000nM
SLK,GSK-461364A,<3000nM
SNARK,GSK-461364A,<3000nM
SNRK,GSK-461364A,>3000nM
SRC,GSK-461364A,<3000nM
SRMS,GSK-461364A,<3000nM
SRPK1,GSK-461364A,>3000nM
SRPK2,GSK-461364A,>3000nM
SRPK3,GSK-461364A,>3000nM
STK16,GSK-461364A,<3000nM
STK33,GSK-461364A,<3000nM
STK35,GSK-461364A,<3000nM
STK36,GSK-461364A,>3000nM
STK39,GSK-461364A,>3000nM
SYK,GSK-461364A,>3000nM
TAK1,GSK-461364A,<3000nM
TAOK1,GSK-461364A,<3000nM
TAOK2,GSK-461364A,<3000nM
TAOK3,GSK-461364A,<3000nM
TBK1,GSK-461364A,>3000nM
TEC,GSK-461364A,>3000nM
TESK1,GSK-461364A,>3000nM
TGFBR1,GSK-461364A,>3000nM
TGFBR2,GSK-461364A,>3000nM
TIE1,GSK-461364A,<3000nM
TIE2,GSK-461364A,<3000nM
TLK1,GSK-461364A,>3000nM
TLK2,GSK-461364A,>3000nM
TNIK,GSK-461364A,<3000nM
TNK1,GSK-461364A,>3000nM
TNK2,GSK-461364A,>3000nM
TNNI3K,GSK-461364A,<3000nM
TRKA,GSK-461364A,<3000nM
TRKB,GSK-461364A,<3000nM
TRKC,GSK-461364A,<3000nM
TRPM6,GSK-461364A,>3000nM
TSSK1B,GSK-461364A,>3000nM
TTK,GSK-461364A,>3000nM
TXK,GSK-461364A,>3000nM
TYK2(JH1domain-catalytic),GSK-461364A,<3000nM
TYK2(JH2domain-pseudokinase),GSK-461364A,<3000nM
TYRO3,GSK-461364A,>3000nM
ULK1,GSK-461364A,>3000nM
ULK2,GSK-461364A,<3000nM
ULK3,GSK-461364A,>3000nM
VEGFR2,GSK-461364A,<3000nM
VRK2,GSK-461364A,>3000nM
WEE1,GSK-461364A,>3000nM
WEE2,GSK-461364A,>3000nM
YANK1,GSK-461364A,>3000nM
YANK2,GSK-461364A,>3000nM
YANK3,GSK-461364A,>3000nM
YES,GSK-461364A,<3000nM
YSK1,GSK-461364A,>3000nM
YSK4,GSK-461364A,<3000nM
ZAK,GSK-461364A,<3000nM
ZAP70,GSK-461364A,>3000nM
AAK1,PI-103,>3000nM
ABL1(E255K)-phosphorylated,PI-103,<3000nM
ABL1(F317I)-nonphosphorylated,PI-103,<3000nM
ABL1(F317I)-phosphorylated,PI-103,<3000nM
ABL1(F317L)-nonphosphorylated,PI-103,<3000nM
ABL1(F317L)-phosphorylated,PI-103,<3000nM
ABL1(H396P)-nonphosphorylated,PI-103,<3000nM
ABL1(H396P)-phosphorylated,PI-103,<3000nM
ABL1(M351T)-phosphorylated,PI-103,<3000nM
ABL1(Q252H)-nonphosphorylated,PI-103,<3000nM
ABL1(Q252H)-phosphorylated,PI-103,<3000nM
ABL1(T315I)-nonphosphorylated,PI-103,<3000nM
ABL1(T315I)-phosphorylated,PI-103,<3000nM
ABL1(Y253F)-phosphorylated,PI-103,<3000nM
ABL1-nonphosphorylated,PI-103,<3000nM
ABL1-phosphorylated,PI-103,<3000nM
ABL2,PI-103,<3000nM
ACVR1,PI-103,>3000nM
ACVR1B,PI-103,>3000nM
ACVR2A,PI-103,>3000nM
ACVR2B,PI-103,>3000nM
ACVRL1,PI-103,>3000nM
ADCK3,PI-103,>3000nM
ADCK4,PI-103,>3000nM
AKT1,PI-103,>3000nM
AKT2,PI-103,>3000nM
AKT3,PI-103,>3000nM
ALK,PI-103,>3000nM
AMPK-alpha1,PI-103,>3000nM
AMPK-alpha2,PI-103,>3000nM
ANKK1,PI-103,>3000nM
ARK5,PI-103,>3000nM
ASK1,PI-103,>3000nM
ASK2,PI-103,>3000nM
AURKA,PI-103,>3000nM
AURKB,PI-103,>3000nM
AURKC,PI-103,>3000nM
AXL,PI-103,>3000nM
BIKE,PI-103,>3000nM
BLK,PI-103,<3000nM
BMPR1A,PI-103,>3000nM
BMPR1B,PI-103,>3000nM
BMPR2,PI-103,>3000nM
BMX,PI-103,>3000nM
BRAF,PI-103,>3000nM
BRAF(V600E),PI-103,>3000nM
BRK,PI-103,>3000nM
BRSK1,PI-103,>3000nM
BRSK2,PI-103,>3000nM
BTK,PI-103,>3000nM
CAMK1,PI-103,>3000nM
CAMK1D,PI-103,>3000nM
CAMK1G,PI-103,>3000nM
CAMK2A,PI-103,>3000nM
CAMK2B,PI-103,>3000nM
CAMK2D,PI-103,>3000nM
CAMK2G,PI-103,>3000nM
CAMK4,PI-103,>3000nM
CAMKK1,PI-103,>3000nM
CAMKK2,PI-103,>3000nM
CASK,PI-103,>3000nM
CDC2L1,PI-103,>3000nM
CDC2L2,PI-103,>3000nM
CDC2L5,PI-103,>3000nM
CDK11,PI-103,>3000nM
CDK2,PI-103,>3000nM
CDK3,PI-103,>3000nM
CDK4-cyclinD1,PI-103,>3000nM
CDK4-cyclinD3,PI-103,>3000nM
CDK5,PI-103,>3000nM
CDK7,PI-103,>3000nM
CDK8,PI-103,>3000nM
CDK9,PI-103,>3000nM
CDKL1,PI-103,>3000nM
CDKL2,PI-103,>3000nM
CDKL3,PI-103,>3000nM
CDKL5,PI-103,>3000nM
CHEK1,PI-103,>3000nM
CHEK2,PI-103,>3000nM
CIT,PI-103,>3000nM
CLK1,PI-103,<3000nM
CLK2,PI-103,>3000nM
CLK3,PI-103,>3000nM
CLK4,PI-103,<3000nM
CSF1R,PI-103,<3000nM
CSK,PI-103,>3000nM
CSNK1A1,PI-103,>3000nM
CSNK1A1L,PI-103,>3000nM
CSNK1D,PI-103,>3000nM
CSNK1E,PI-103,>3000nM
CSNK1G1,PI-103,>3000nM
CSNK1G2,PI-103,>3000nM
CSNK1G3,PI-103,>3000nM
CSNK2A1,PI-103,>3000nM
CSNK2A2,PI-103,>3000nM
CTK,PI-103,>3000nM
DAPK1,PI-103,>3000nM
DAPK2,PI-103,>3000nM
DAPK3,PI-103,>3000nM
DCAMKL1,PI-103,>3000nM
DCAMKL2,PI-103,>3000nM
DCAMKL3,PI-103,>3000nM
DDR1,PI-103,<3000nM
DDR2,PI-103,>3000nM
DLK,PI-103,>3000nM
DMPK,PI-103,>3000nM
DMPK2,PI-103,>3000nM
DRAK1,PI-103,>3000nM
DRAK2,PI-103,>3000nM
DYRK1A,PI-103,<3000nM
DYRK1B,PI-103,>3000nM
DYRK2,PI-103,>3000nM
EGFR,PI-103,<3000nM
EGFR(E746-A750del),PI-103,<3000nM
EGFR(G719C),PI-103,<3000nM
EGFR(G719S),PI-103,<3000nM
"EGFR(L747-E749del, A750P)",PI-103,<3000nM
"EGFR(L747-S752del, P753S)",PI-103,<3000nM
"EGFR(L747-T751del,Sins)",PI-103,<3000nM
EGFR(L858R),PI-103,>3000nM
"EGFR(L858R,T790M)",PI-103,>3000nM
EGFR(L861Q),PI-103,<3000nM
EGFR(S752-I759del),PI-103,>3000nM
EGFR(T790M),PI-103,<3000nM
EIF2AK1,PI-103,>3000nM
EPHA1,PI-103,>3000nM
EPHA2,PI-103,>3000nM
EPHA3,PI-103,>3000nM
EPHA4,PI-103,>3000nM
EPHA5,PI-103,>3000nM
EPHA6,PI-103,>3000nM
EPHA7,PI-103,>3000nM
EPHA8,PI-103,<3000nM
EPHB1,PI-103,>3000nM
EPHB2,PI-103,>3000nM
EPHB3,PI-103,>3000nM
EPHB4,PI-103,>3000nM
EPHB6,PI-103,<3000nM
ERBB2,PI-103,>3000nM
ERBB3,PI-103,>3000nM
ERBB4,PI-103,>3000nM
ERK1,PI-103,>3000nM
ERK2,PI-103,>3000nM
ERK3,PI-103,>3000nM
ERK4,PI-103,>3000nM
ERK5,PI-103,>3000nM
ERK8,PI-103,>3000nM
ERN1,PI-103,>3000nM
FAK,PI-103,>3000nM
FER,PI-103,>3000nM
FES,PI-103,>3000nM
FGFR1,PI-103,>3000nM
FGFR2,PI-103,>3000nM
FGFR3,PI-103,>3000nM
FGFR3(G697C),PI-103,>3000nM
FGFR4,PI-103,>3000nM
FGR,PI-103,>3000nM
FLT1,PI-103,>3000nM
FLT3,PI-103,<3000nM
FLT3(D835H),PI-103,<3000nM
FLT3(D835Y),PI-103,<3000nM
FLT3(ITD),PI-103,<3000nM
FLT3(K663Q),PI-103,<3000nM
FLT3(N841I),PI-103,<3000nM
FLT3(R834Q),PI-103,<3000nM
FLT4,PI-103,>3000nM
FRK,PI-103,<3000nM
FYN,PI-103,>3000nM
GAK,PI-103,<3000nM
"GCN2(Kin.Dom.2,S808G)",PI-103,>3000nM
GRK1,PI-103,>3000nM
GRK4,PI-103,>3000nM
GRK7,PI-103,>3000nM
GSK3A,PI-103,>3000nM
GSK3B,PI-103,>3000nM
HCK,PI-103,<3000nM
HIPK1,PI-103,>3000nM
HIPK2,PI-103,>3000nM
HIPK3,PI-103,>3000nM
HIPK4,PI-103,<3000nM
HPK1,PI-103,>3000nM
HUNK,PI-103,>3000nM
ICK,PI-103,>3000nM
IGF1R,PI-103,>3000nM
IKK-alpha,PI-103,>3000nM
IKK-beta,PI-103,>3000nM
IKK-epsilon,PI-103,>3000nM
INSR,PI-103,>3000nM
INSRR,PI-103,>3000nM
IRAK1,PI-103,>3000nM
IRAK3,PI-103,<3000nM
IRAK4,PI-103,>3000nM
ITK,PI-103,>3000nM
JAK1(JH1domain-catalytic),PI-103,>3000nM
JAK1(JH2domain-pseudokinase),PI-103,>3000nM
JAK2(JH1domain-catalytic),PI-103,>3000nM
JAK3(JH1domain-catalytic),PI-103,<3000nM
JNK1,PI-103,>3000nM
JNK2,PI-103,>3000nM
JNK3,PI-103,>3000nM
KIT,PI-103,<3000nM
KIT(A829P),PI-103,<3000nM
KIT(D816H),PI-103,<3000nM
KIT(D816V),PI-103,<3000nM
KIT(L576P),PI-103,<3000nM
KIT(V559D),PI-103,<3000nM
"KIT(V559D,T670I)",PI-103,<3000nM
"KIT(V559D,V654A)",PI-103,<3000nM
LATS1,PI-103,>3000nM
LATS2,PI-103,>3000nM
LCK,PI-103,<3000nM
LIMK1,PI-103,>3000nM
LIMK2,PI-103,>3000nM
LKB1,PI-103,>3000nM
LOK,PI-103,<3000nM
LRRK2,PI-103,>3000nM
LRRK2(G2019S),PI-103,>3000nM
