Kinase,Compound,Predicted_Kd_Category
BLK,AT-7519,>3000nM
CSNK1G1,PTK-787,>3000nM
PRKCD,Staurosporine,>3000nM
KIT(V559D),SB-203580,>3000nM
DYRK1B,AC220,>3000nM
EIF2AK1,INCB18424,>3000nM
BRK,LY-317615,>3000nM
ROCK1,Dasatinib,>3000nM
GRK7,TAE-684,>3000nM
YSK4,MLN-8054,>3000nM
MLK1,HKI-272,>3000nM
RIOK2,CHIR-258/TKI-258,>3000nM
BRSK2,SB-203580,>3000nM
FAK,MLN-518,>3000nM
NEK3,Flavopiridol,>3000nM
PAK4,Ki-20227,>3000nM
TTK,KW-2449,>3000nM
GRK4,PTK-787,>3000nM
MEK4,TG-101348,>3000nM
ACVR1B,PLX-4720,>3000nM
DMPK,LY-333531,>3000nM
CDK11,AZD-1152HQPA,>3000nM
PIM1,GSK-1838705A,>3000nM
TGFBR2,HKI-272,>3000nM
KIT(L576P),CHIR-265/RAF-265,>3000nM
PLK2,MLN-518,>3000nM
PKAC-beta,AB-1010,>3000nM
EPHA3,BMS-387032/SNS-032,>3000nM
PDGFRB,SB-203580,>3000nM
CAMK2A,BMS-345541,>3000nM
CASK,AST-487,>3000nM
TRKC,SB-203580,>3000nM
CAMK1G,BMS-387032/SNS-032,>3000nM
RSK1(Kin.Dom.1-N-terminal),PP-242,>3000nM
CDC2L5,PD-173955,>3000nM
MAP4K3,AST-487,>3000nM
IGF1R,SGX-523,>3000nM
BRAF,A-674563,>3000nM
ITK,PP-242,>3000nM
HIPK4,A-674563,>3000nM
MYO3A,AT-7519,>3000nM
PIK3CA(H1047L),A-674563,>3000nM
DCAMKL3,Dasatinib,>3000nM
RPS6KA4(Kin.Dom.2-C-terminal),MLN-120B,>3000nM
CAMK4,Imatinib,>3000nM
VRK2,GDC-0879,>3000nM
YANK2,MLN-518,>3000nM
NEK5,Crizotinib,>3000nM
MYLK,CI-1033,>3000nM
CDK11,Dasatinib,>3000nM
PHKG1,HKI-272,>3000nM
PHKG2,Erlotinib,>3000nM
IKK-beta,GSK-690693,>3000nM
MARK1,PTK-787,>3000nM
CLK3,Vandetanib,>3000nM
MAP3K15,Nilotinib,>3000nM
FRK,GDC-0879,>3000nM
RIPK4,CEP-701,>3000nM
RPS6KA4(Kin.Dom.2-C-terminal),Vandetanib,>3000nM
AURKB,KW-2449,>3000nM
ACVR2B,AC220,>3000nM
PIK3CA(E545A),JNJ-28312141,>3000nM
TGFBR2,BIRB-796,>3000nM
JAK3(JH1domain-catalytic),PKC-412,>3000nM
CSNK1G2,HKI-272,>3000nM
YANK3,AZD-1152HQPA,>3000nM
FER,CHIR-265/RAF-265,>3000nM
PAK2,Ki-20227,>3000nM
PRKG2,PP-242,>3000nM
KIT(A829P),BI-2536,>3000nM
INSR,HKI-272,>3000nM
IRAK3,PLX-4720,>3000nM
ABL1(F317L)-phosphorylated,PD-173955,>3000nM
STK16,CP-690550,>3000nM
CAMK2D,GDC-0879,>3000nM
DRAK1,Dasatinib,>3000nM
LZK,LY-333531,>3000nM
PKN2,CI-1033,>3000nM
PDGFRB,Gefitinib,>3000nM
PIK3CB,PTK-787,>3000nM
MARK4,AC220,>3000nM
CSNK1A1,CI-1033,>3000nM
ABL1(M351T)-phosphorylated,MLN-518,>3000nM
RIPK2,PLX-4720,>3000nM
MTOR,TG-101348,>3000nM
TNK2,MLN-518,>3000nM
CDKL5,LY-333531,>3000nM
YANK2,ABT-869,>3000nM
FGR,Staurosporine,>3000nM
TRPM6,CHIR-258/TKI-258,>3000nM
FLT3(D835H),MLN-120B,>3000nM
CSNK1D,BI-2536,>3000nM
CDC2L1,GSK-690693,>3000nM
p38-gamma,CHIR-265/RAF-265,>3000nM
ROCK2,Vandetanib,>3000nM
SIK2,AT-7519,>3000nM
CDK7,GW-2580,>3000nM
CDKL1,PHA-665752,>3000nM
RET(V804M),LY-333531,>3000nM
PYK2,PKC-412,>3000nM
MST1R,LY-333531,>3000nM
INSRR,BI-2536,>3000nM
ACVR1B,PD-173955,>3000nM
TGFBR1,GDC-0879,>3000nM
ROCK2,PHA-665752,>3000nM
EPHA1,GSK-1838705A,>3000nM
MLK3,CEP-701,>3000nM
MKK7,BI-2536,>3000nM
BRAF(V600E),LY-333531,>3000nM
EIF2AK1,GW-2580,>3000nM
FGFR1,PTK-787,>3000nM
PIK3CA(H1047Y),CHIR-265/RAF-265,>3000nM
CDK4-cyclinD1,Imatinib,>3000nM
HCK,Staurosporine,>3000nM
IRAK1,Ki-20227,>3000nM
MST1R,HKI-272,>3000nM
CAMK1G,Crizotinib,>3000nM
MEK6,Lapatinib,>3000nM
SYK,AG-013736,>3000nM
NEK6,PHA-665752,>3000nM
PFPK5(P.falciparum),GDC-0879,>3000nM
VRK2,AZD-1152HQPA,>3000nM
PAK2,PKC-412,>3000nM
TNNI3K,LY-333531,>3000nM
MEK5,GW-2580,>3000nM
STK39,BI-2536,>3000nM
DRAK2,SGX-523,>3000nM
LIMK1,AZD-1152HQPA,>3000nM
NLK,PD-173955,>3000nM
CSNK1D,CEP-701,>3000nM
FES,BMS-540215,>3000nM
CLK2,KW-2449,>3000nM
TRKA,Crizotinib,>3000nM
LKB1,KW-2449,>3000nM
PIK3CA(E545A),GSK-690693,>3000nM
LATS2,GW-2580,>3000nM
DCAMKL1,Flavopiridol,>3000nM
RIOK3,BIBW-2992,>3000nM
PIK3CA(Q546K),R406,>3000nM
ABL1(Q252H)-nonphosphorylated,Nilotinib,>3000nM
ZAK,Vandetanib,>3000nM
RAF1,GSK-1838705A,>3000nM
MEK6,AT-7519,>3000nM
ACVR1,TG-101348,>3000nM
CDK9,AZD-1152HQPA,>3000nM
AMPK-alpha2,SGX-523,>3000nM
CDKL2,PHA-665752,>3000nM
AAK1,Flavopiridol,>3000nM
PIM3,Nilotinib,>3000nM
KIT,LY-333531,>3000nM
BMPR2,R547,>3000nM
CAMK2D,SB-203580,>3000nM
CLK1,INCB18424,>3000nM
LRRK2(G2019S),AZD-2171,>3000nM
PIK3CG,Lapatinib,>3000nM
TNIK,CHIR-258/TKI-258,>3000nM
TRKC,GDC-0879,>3000nM
ROS1,ABT-869,>3000nM
TBK1,AC220,>3000nM
ERBB2,SGX-523,>3000nM
HIPK3,Flavopiridol,>3000nM
PIK4CB,Gefitinib,>3000nM
PIK3CD,R547,>3000nM
MEK1,CP-690550,>3000nM
RPS6KA4(Kin.Dom.1-N-terminal),SGX-523,>3000nM
FLT4,BMS-540215,>3000nM
VEGFR2,JNJ-28312141,>3000nM
MAP3K3,MLN-120B,>3000nM
LYN,Staurosporine,>3000nM
MYO3B,A-674563,>3000nM
ITK,BMS-345541,>3000nM
PIP5K1C,AB-1010,>3000nM
RIPK2,BIRB-796,>3000nM
CLK3,TG-101348,>3000nM
MLK3,Dasatinib,>3000nM
PIM2,Ki-20227,>3000nM
PRP4,R547,>3000nM
ERK1,Imatinib,>3000nM
LATS2,AZD-1152HQPA,>3000nM
DCAMKL2,AZD-2171,>3000nM
IKK-alpha,AC220,>3000nM
JNK1,BIRB-796,>3000nM
MLCK,GSK-690693,>3000nM
CDK2,AG-013736,>3000nM
STK39,AG-013736,>3000nM
YSK1,AST-487,>3000nM
PKAC-beta,A-674563,>3000nM
TTK,GDC-0879,>3000nM
MAK,ABT-869,>3000nM
LCK,AB-1010,>3000nM
RPS6KA5(Kin.Dom.2-C-terminal),CP-690550,>3000nM
STK36,Vandetanib,>3000nM
CDK11,CEP-701,>3000nM
ACVR1,R547,>3000nM
PIK3CA(Q546K),GSK-1838705A,>3000nM
FLT3(D835Y),R406,>3000nM
CSNK1G3,AZD-6244/ARRY-886,>3000nM
ULK1,Crizotinib,>3000nM
EPHA2,SGX-523,>3000nM
MARK3,MLN-120B,>3000nM
YANK1,HKI-272,>3000nM
FLT3(K663Q),CHIR-258/TKI-258,>3000nM
INSRR,BMS-345541,>3000nM
CAMK2B,LY-333531,>3000nM
MYLK,PTK-787,>3000nM
"GCN2(Kin.Dom.2,S808G)",AZD-6244/ARRY-886,>3000nM
PIK3CB,GSK-1838705A,>3000nM
RET(V804M),Ki-20227,>3000nM
ALK,PHA-665752,>3000nM
HIPK4,PKC-412,>3000nM
EPHB3,BMS-345541,>3000nM
"EGFR(L747-E749del, A750P)",Ki-20227,>3000nM
SRMS,R406,>3000nM
CDK7,CP-690550,>3000nM
PRKCQ,CHIR-258/TKI-258,>3000nM
NLK,AZD-1152HQPA,>3000nM
CDKL5,Imatinib,>3000nM
PKAC-alpha,CI-1033,>3000nM
CAMKK1,BIBW-2992,>3000nM
JAK3(JH1domain-catalytic),LY-333531,>3000nM
FLT3(ITD),GDC-0941,>3000nM
TGFBR2,LY-317615,>3000nM
MAST1,Ki-20227,>3000nM
PRKCE,BMS-540215,>3000nM
HIPK4,TAE-684,>3000nM
RSK2(Kin.Dom.1-N-terminal),Gefitinib,>3000nM
CSNK1E,R547,>3000nM
RSK2(Kin.Dom.1-N-terminal),Staurosporine,>3000nM
MAP3K15,Ki-20227,>3000nM
TNIK,Pazopanib,>3000nM
CSNK2A2,AC220,>3000nM
TLK2,Nilotinib,>3000nM
CDKL2,LY-317615,>3000nM
AKT2,PP-242,>3000nM
INSRR,PHA-665752,>3000nM
FRK,MLN-120B,>3000nM
MYO3A,GSK-690693,>3000nM
"KIT(V559D,T670I)",MLN-518,>3000nM
PIK3CA(E545K),AZD-6244/ARRY-886,>3000nM
LTK,R547,>3000nM
PKAC-alpha,AB-1010,>3000nM
MST1R,CEP-701,>3000nM
ABL1-phosphorylated,CI-1033,>3000nM
AMPK-alpha2,AZD-1152HQPA,>3000nM
CSNK1D,PHA-665752,>3000nM
ICK,Pazopanib,>3000nM
PIK3CA(Q546K),AB-1010,>3000nM
CSNK1A1L,PD-173955,>3000nM
PCTK1,R547,>3000nM
NEK3,A-674563,>3000nM
MLK1,Ki-20227,>3000nM
PRKG2,TAE-684,>3000nM
PHKG2,LY-333531,>3000nM
LATS2,SB-203580,>3000nM
PRKCD,A-674563,>3000nM
MAP4K2,CHIR-265/RAF-265,>3000nM
MST1R,A-674563,>3000nM
DAPK1,SB-203580,>3000nM
ITK,PHA-665752,>3000nM
RSK3(Kin.Dom.2-C-terminal),INCB18424,>3000nM
p38-alpha,CI-1033,>3000nM
CAMK2A,MLN-120B,>3000nM
BTK,MLN-518,>3000nM
JAK2(JH1domain-catalytic),GSK-1838705A,>3000nM
MST2,KW-2449,>3000nM
PIM3,GSK-690693,>3000nM
MEK1,BMS-345541,>3000nM
DAPK1,GSK-690693,>3000nM
JAK3(JH1domain-catalytic),CEP-701,>3000nM
ERK2,PTK-787,>3000nM
CTK,JNJ-28312141,>3000nM
DAPK3,R406,>3000nM
CLK2,AT-7519,>3000nM
JAK1(JH2domain-pseudokinase),AC220,>3000nM
MET(Y1235D),BMS-540215,>3000nM
DAPK3,CP-690550,>3000nM
PKN1,PLX-4720,>3000nM
LATS1,AST-487,>3000nM
MARK2,BMS-345541,>3000nM
ABL1(T315I)-phosphorylated,HKI-272,>3000nM
EPHB2,CHIR-265/RAF-265,>3000nM
ABL1(T315I)-phosphorylated,BIBW-2992,>3000nM
RSK4(Kin.Dom.2-C-terminal),Lapatinib,>3000nM
EPHA5,Pazopanib,>3000nM
PCTK3,R547,>3000nM
TRKB,R547,>3000nM
IRAK3,JNJ-28312141,>3000nM
PIK3CA(I800L),AT-7519,>3000nM
AURKC,R406,>3000nM
"GCN2(Kin.Dom.2,S808G)",Crizotinib,>3000nM
CSNK1G1,LY-333531,>3000nM
MST1R,BMS-540215,>3000nM
CDC2L1,PD-173955,>3000nM
PCTK3,Nilotinib,>3000nM
ZAP70,GDC-0879,>3000nM
YANK1,BMS-540215,>3000nM
FLT1,SGX-523,>3000nM
CDK5,LY-333531,>3000nM
TNK1,SB-203580,>3000nM
FAK,AZD-6244/ARRY-886,>3000nM
KIT(D816H),BMS-387032/SNS-032,>3000nM
PKNB(M.tuberculosis),INCB18424,>3000nM
SYK,PLX-4720,>3000nM
JNK3,AG-013736,>3000nM
VEGFR2,LY-317615,>3000nM
TRKA,Erlotinib,>3000nM
MAP4K2,Imatinib,>3000nM
GSK3A,GSK-690693,>3000nM
RIOK2,Pazopanib,>3000nM
MEK4,AZD-2171,>3000nM
PKN1,TAE-684,>3000nM
TNIK,MLN-518,>3000nM
MRCKA,BI-2536,>3000nM
CTK,PD-173955,>3000nM
EPHA2,Imatinib,>3000nM
ADCK3,AC220,>3000nM
TAOK2,BMS-540215,>3000nM
CSF1R,PKC-412,>3000nM
PKAC-alpha,AT-7519,>3000nM
PIK3CA(C420R),MLN-120B,>3000nM
INSRR,AC220,>3000nM
"EGFR(L747-S752del, P753S)",AG-013736,>3000nM
MTOR,AB-1010,>3000nM
CDKL2,BIRB-796,>3000nM
CSNK1G3,AC220,>3000nM
PKN2,Imatinib,>3000nM
FLT3(ITD),GSK-1838705A,>3000nM
LRRK2(G2019S),Pazopanib,>3000nM
EPHA5,GW-2580,>3000nM
TTK,AC220,>3000nM
NIM1,AST-487,>3000nM
PLK3,Ki-20227,>3000nM
MAP4K4,BMS-345541,>3000nM
PRKCE,LY-317615,>3000nM
JAK2(JH1domain-catalytic),AC220,>3000nM
MUSK,MLN-518,>3000nM
JNK1,Staurosporine,>3000nM
LYN,AC220,>3000nM
BMPR2,Pazopanib,>3000nM
MYO3A,CHIR-265/RAF-265,>3000nM
PRKCQ,LY-333531,>3000nM
ERN1,BMS-345541,>3000nM
PIK3CA(E542K),AST-487,>3000nM
FLT1,BI-2536,>3000nM
PIK3CA(I800L),AZD-6244/ARRY-886,>3000nM
SNRK,AT-7519,>3000nM
FLT3(D835Y),PHA-665752,>3000nM
TNNI3K,AT-7519,>3000nM
MAP3K2,BIBW-2992,>3000nM
SNRK,BMS-345541,>3000nM
MST2,Erlotinib,>3000nM
KIT(L576P),Erlotinib,>3000nM
CSNK1A1,PTK-787,>3000nM
TYRO3,KW-2449,>3000nM
FLT3(K663Q),AZD-6244/ARRY-886,>3000nM
TSSK1B,TG-101348,>3000nM
MST2,A-674563,>3000nM
MEK4,Gefitinib,>3000nM
NLK,BIBW-2992,>3000nM
AURKB,Ki-20227,>3000nM
MST2,GW-2580,>3000nM
TXK,MLN-518,>3000nM
JAK1(JH1domain-catalytic),Vandetanib,>3000nM
ULK3,Lapatinib,>3000nM
CAMK2B,Nilotinib,>3000nM
LIMK1,PHA-665752,>3000nM
VRK2,CI-1033,>3000nM
p38-gamma,Flavopiridol,>3000nM
MKNK1,GW-2580,>3000nM
PIM1,GDC-0941,>3000nM
WEE2,AZD-6244/ARRY-886,>3000nM
MKNK1,TG-101348,>3000nM
SBK1,GSK-690693,>3000nM
MEK3,PLX-4720,>3000nM
PKN1,JNJ-28312141,>3000nM
PRKD2,CHIR-265/RAF-265,>3000nM
CSNK1G1,AZD-2171,>3000nM
YES,Imatinib,>3000nM
RPS6KA4(Kin.Dom.1-N-terminal),ABT-869,>3000nM
FGFR3(G697C),MLN-518,>3000nM
EGFR(G719S),MLN-120B,>3000nM
CDKL5,MLN-120B,>3000nM
PCTK2,LY-317615,>3000nM
ACVR1B,CHIR-265/RAF-265,>3000nM
PKNB(M.tuberculosis),AST-487,>3000nM
STK33,TG-101348,>3000nM
MLK3,KW-2449,>3000nM
ACVR2A,HKI-272,>3000nM
JNK1,BMS-540215,>3000nM
CSNK1D,PLX-4720,>3000nM
BMPR1A,Ki-20227,>3000nM
"EGFR(L747-E749del, A750P)",BMS-540215,>3000nM
"EGFR(L747-E749del, A750P)",CHIR-265/RAF-265,>3000nM
FES,PD-173955,>3000nM
LOK,BMS-345541,>3000nM
RET(V804L),PKC-412,>3000nM
PIK3C2G,BIBW-2992,>3000nM
CLK2,SGX-523,>3000nM
CSNK1A1L,AG-013736,>3000nM
MKNK2,PD-173955,>3000nM
TXK,MLN-8054,>3000nM
NDR2,Staurosporine,>3000nM
MAP4K4,TG-101348,>3000nM
LTK,MLN-120B,>3000nM
BLK,CHIR-265/RAF-265,>3000nM
NEK3,Gefitinib,>3000nM
CDKL2,PD-173955,>3000nM
MUSK,Pazopanib,>3000nM
DYRK1B,PHA-665752,>3000nM
MERTK,Erlotinib,>3000nM
AKT1,BMS-345541,>3000nM
"KIT(V559D,V654A)",AST-487,>3000nM
CSNK1G1,PKC-412,>3000nM
FLT3(N841I),AZD-6244/ARRY-886,>3000nM
ABL1(T315I)-nonphosphorylated,Vandetanib,>3000nM
AURKA,GDC-0879,>3000nM
CAMKK2,Vandetanib,>3000nM
EGFR(G719S),CI-1033,>3000nM
CDK2,TAE-684,>3000nM
PCTK3,BMS-345541,>3000nM
RIPK1,MLN-518,>3000nM
PIK3CA(H1047L),Imatinib,>3000nM
PKAC-alpha,PLX-4720,>3000nM
CDKL2,AZD-2171,>3000nM
ADCK3,AZD-6244/ARRY-886,>3000nM
RIOK1,R547,>3000nM
JNK1,AZD-1152HQPA,>3000nM
TIE1,Dasatinib,>3000nM
MET,TAE-684,>3000nM
PFCDPK1(P.falciparum),GW-2580,>3000nM
MEK6,Vandetanib,>3000nM
PKMYT1,PP-242,>3000nM
GRK1,BMS-345541,>3000nM
MKNK1,AG-013736,>3000nM
MRCKB,AZD-1152HQPA,>3000nM
PRKCD,MLN-8054,>3000nM
CDK11,GSK-690693,>3000nM
CDK4-cyclinD3,TG-101348,>3000nM
ABL1(F317L)-phosphorylated,Nilotinib,>3000nM
LRRK2(G2019S),KW-2449,>3000nM
SRPK1,CHIR-265/RAF-265,>3000nM
NEK4,SB-203580,>3000nM
PIK3CA(H1047Y),AZD-6244/ARRY-886,>3000nM
ROCK2,Gefitinib,>3000nM
SIK2,Lapatinib,>3000nM
MAP3K1,Nilotinib,>3000nM
DMPK,ABT-869,>3000nM
TLK2,Ki-20227,>3000nM
IRAK1,PTK-787,>3000nM
MAP3K2,KW-2449,>3000nM
PAK1,Ki-20227,>3000nM
SLK,AZD-2171,>3000nM
FES,LY-317615,>3000nM
p38-beta,GSK-1838705A,>3000nM
CSNK1G3,PD-173955,>3000nM
CDC2L1,Flavopiridol,>3000nM
"EGFR(L747-E749del, A750P)",Erlotinib,>3000nM
AKT1,A-674563,>3000nM
KIT(D816H),Erlotinib,>3000nM
ANKK1,GSK-690693,>3000nM
PRKCQ,CEP-701,>3000nM
TAOK3,Ki-20227,>3000nM
PKN1,Ki-20227,>3000nM
ICK,A-674563,>3000nM
EPHA4,GDC-0879,>3000nM
CDKL1,CI-1033,>3000nM
MLCK,AT-7519,>3000nM
ABL2,CHIR-258/TKI-258,>3000nM
RIOK3,BMS-540215,>3000nM
IKK-alpha,CHIR-265/RAF-265,>3000nM
EGFR(E746-A750del),Erlotinib,>3000nM
CSNK1A1L,ABT-869,>3000nM
IGF1R,A-674563,>3000nM
DYRK1B,CP-690550,>3000nM
PKMYT1,AC220,>3000nM
FGFR4,TG-101348,>3000nM
PAK6,AC220,>3000nM
BRAF,PTK-787,>3000nM
PAK2,AZD-6244/ARRY-886,>3000nM
GSK3B,CEP-701,>3000nM
MKK7,AZD-2171,>3000nM
RSK3(Kin.Dom.2-C-terminal),GDC-0879,>3000nM
KIT(D816H),A-674563,>3000nM
MAP3K4,Dasatinib,>3000nM
PIP5K2C,JNJ-28312141,>3000nM
CSNK1A1,Imatinib,>3000nM
ACVR1,A-674563,>3000nM
PKMYT1,Lapatinib,>3000nM
TTK,AB-1010,>3000nM
RIPK2,Imatinib,>3000nM
TNIK,GDC-0941,>3000nM
RET,KW-2449,>3000nM
FGFR3(G697C),JNJ-28312141,>3000nM
MLK1,BIRB-796,>3000nM
YSK4,AZD-1152HQPA,>3000nM
MST3,JNJ-28312141,>3000nM
FLT3(R834Q),MLN-518,>3000nM
PCTK2,BMS-387032/SNS-032,>3000nM
TRKB,MLN-8054,>3000nM
PRKG2,TG-101348,>3000nM
LIMK1,Gefitinib,>3000nM
CAMKK2,MLN-518,>3000nM
TIE2,BI-2536,>3000nM
PAK7,TG-101348,>3000nM
PRP4,AT-7519,>3000nM
ALK,BMS-387032/SNS-032,>3000nM
DYRK1A,BIBW-2992,>3000nM
PRKCD,Gefitinib,>3000nM
MET,CHIR-265/RAF-265,>3000nM
PIK3CA(C420R),CEP-701,>3000nM
YSK4,CHIR-265/RAF-265,>3000nM
RPS6KA5(Kin.Dom.2-C-terminal),AZD-6244/ARRY-886,>3000nM
SRPK1,PP-242,>3000nM
RSK2(Kin.Dom.1-N-terminal),BMS-345541,>3000nM
CLK4,HKI-272,>3000nM
PAK7,ABT-869,>3000nM
YANK3,MLN-120B,>3000nM
FLT3(D835Y),BMS-387032/SNS-032,>3000nM
CDC2L2,KW-2449,>3000nM
LZK,PTK-787,>3000nM
ERBB3,KW-2449,>3000nM
RSK2(Kin.Dom.1-N-terminal),SGX-523,>3000nM
FES,GSK-1838705A,>3000nM
NDR2,AZD-6244/ARRY-886,>3000nM
SLK,KW-2449,>3000nM
PDGFRA,AZD-2171,>3000nM
RSK1(Kin.Dom.1-N-terminal),Flavopiridol,>3000nM
FGFR4,BMS-387032/SNS-032,>3000nM
BTK,Vandetanib,>3000nM
HIPK4,AZD-2171,>3000nM
RSK4(Kin.Dom.2-C-terminal),GSK-1838705A,>3000nM
HIPK4,Erlotinib,>3000nM
SBK1,PHA-665752,>3000nM
NDR2,PP-242,>3000nM
EGFR(L858R),Nilotinib,>3000nM
ABL1(Q252H)-nonphosphorylated,BIRB-796,>3000nM
ARK5,Pazopanib,>3000nM
CSNK1E,PKC-412,>3000nM
PAK1,Staurosporine,>3000nM
PDGFRB,PLX-4720,>3000nM
RIOK3,GDC-0941,>3000nM
MET,Gefitinib,>3000nM
FGFR2,CEP-701,>3000nM
FYN,Crizotinib,>3000nM
TEC,SGX-523,>3000nM
MAP3K3,GDC-0941,>3000nM
ADCK4,Flavopiridol,>3000nM
MEK3,CEP-701,>3000nM
RIOK2,Crizotinib,>3000nM
ABL1(H396P)-nonphosphorylated,Nilotinib,>3000nM
CAMK2B,KW-2449,>3000nM
ERK3,Vandetanib,>3000nM
STK16,Ki-20227,>3000nM
PLK4,BMS-387032/SNS-032,>3000nM
CDKL2,CHIR-265/RAF-265,>3000nM
PIM2,Gefitinib,>3000nM
ALK,A-674563,>3000nM
FGFR3,SB-203580,>3000nM
IKK-beta,Erlotinib,>3000nM
ABL1(T315I)-nonphosphorylated,AZD-2171,>3000nM
CDC2L1,MLN-8054,>3000nM
IRAK3,BIBW-2992,>3000nM
VRK2,AG-013736,>3000nM
EPHA5,PKC-412,>3000nM
GAK,R406,>3000nM
TAOK3,PP-242,>3000nM
"EGFR(L747-S752del, P753S)",TG-101348,>3000nM
LZK,PLX-4720,>3000nM
AMPK-alpha2,Staurosporine,>3000nM
PHKG2,Gefitinib,>3000nM
MUSK,CHIR-265/RAF-265,>3000nM
PRP4,Crizotinib,>3000nM
STK33,MLN-120B,>3000nM
RIOK3,AZD-1152HQPA,>3000nM
IRAK1,Pazopanib,>3000nM
PIK3C2G,Staurosporine,>3000nM
FAK,AG-013736,>3000nM
PLK3,AG-013736,>3000nM
MYLK2,JNJ-28312141,>3000nM
PIM3,AG-013736,>3000nM
STK39,HKI-272,>3000nM
EGFR(L861Q),AB-1010,>3000nM
MYLK,MLN-518,>3000nM
ABL1(T315I)-phosphorylated,AST-487,>3000nM
ABL1-nonphosphorylated,Lapatinib,>3000nM
BRAF,BMS-345541,>3000nM
MEK3,CI-1033,>3000nM
BMPR1B,KW-2449,>3000nM
PLK3,PP-242,>3000nM
p38-beta,HKI-272,>3000nM
ABL1(F317I)-nonphosphorylated,GSK-1838705A,>3000nM
LTK,SGX-523,>3000nM
PKAC-beta,KW-2449,>3000nM
ACVR1B,AG-013736,>3000nM
PRKX,BIRB-796,>3000nM
PIK3C2B,GSK-690693,>3000nM
STK35,Dasatinib,>3000nM
RSK4(Kin.Dom.1-N-terminal),MLN-8054,>3000nM
TAOK1,Gefitinib,>3000nM
RET,Lapatinib,>3000nM
MEK2,R406,>3000nM
NEK4,GDC-0879,>3000nM
PRKCI,ABT-869,>3000nM
PRKCI,AC220,>3000nM
STK35,Pazopanib,>3000nM
EGFR(L858R),Crizotinib,>3000nM
ABL1(F317I)-nonphosphorylated,Vandetanib,>3000nM
ABL1-phosphorylated,PD-173955,>3000nM
PAK3,AST-487,>3000nM
RPS6KA4(Kin.Dom.2-C-terminal),BIRB-796,>3000nM
STK36,GSK-690693,>3000nM
PIK4CB,LY-317615,>3000nM
EGFR(G719C),CI-1033,>3000nM
ABL1(F317I)-nonphosphorylated,AZD-6244/ARRY-886,>3000nM
TLK2,Vandetanib,>3000nM
CSNK2A2,Lapatinib,>3000nM
MINK,Lapatinib,>3000nM
CAMK1,BMS-345541,>3000nM
ACVR2B,TAE-684,>3000nM
PCTK1,Staurosporine,>3000nM
TLK1,TAE-684,>3000nM
TGFBR2,AB-1010,>3000nM
ZAK,R547,>3000nM
RSK2(Kin.Dom.1-N-terminal),Lapatinib,>3000nM
PIK3CB,A-674563,>3000nM
MKNK1,PHA-665752,>3000nM
TBK1,Lapatinib,>3000nM
PRKR,CI-1033,>3000nM
PIK4CB,MLN-518,>3000nM
RIPK4,HKI-272,>3000nM
ACVRL1,CHIR-265/RAF-265,>3000nM
SYK,GDC-0941,>3000nM
SRPK3,PP-242,>3000nM
STK36,GW-2580,>3000nM
BMPR1A,GSK-690693,>3000nM
EGFR(T790M),AZD-1152HQPA,>3000nM
PAK1,SGX-523,>3000nM
ABL1(F317L)-nonphosphorylated,AZD-6244/ARRY-886,>3000nM
ACVR1,AG-013736,>3000nM
BLK,AST-487,>3000nM
NDR2,GSK-690693,>3000nM
JAK1(JH1domain-catalytic),BI-2536,>3000nM
RIPK4,CI-1033,>3000nM
"EGFR(L747-E749del, A750P)",R406,>3000nM
NIM1,Flavopiridol,>3000nM
CDK2,TG-101348,>3000nM
RET,AT-7519,>3000nM
RAF1,GDC-0941,>3000nM
FAK,MLN-120B,>3000nM
MAP3K3,PD-173955,>3000nM
PIK3CA,Ki-20227,>3000nM
FGFR2,Nilotinib,>3000nM
MUSK,PKC-412,>3000nM
LTK,JNJ-28312141,>3000nM
CDC2L5,AST-487,>3000nM
INSRR,CHIR-265/RAF-265,>3000nM
PKNB(M.tuberculosis),CHIR-265/RAF-265,>3000nM
PLK4,AT-7519,>3000nM
GRK7,Vandetanib,>3000nM
HPK1,GW-2580,>3000nM
PIK3CD,CI-1033,>3000nM
PIK3CA(M1043I),CHIR-258/TKI-258,>3000nM
MEK3,R406,>3000nM
MAPKAPK2,GSK-1838705A,>3000nM
SRPK2,AB-1010,>3000nM
MEK1,PP-242,>3000nM
CDK2,Pazopanib,>3000nM
CSNK1E,Erlotinib,>3000nM
NEK2,AB-1010,>3000nM
CDK2,INCB18424,>3000nM
INSRR,Ki-20227,>3000nM
PIP5K1C,LY-317615,>3000nM
MAP4K2,BI-2536,>3000nM
SYK,CP-690550,>3000nM
AXL,Vandetanib,>3000nM
DYRK1A,MLN-518,>3000nM
EPHA8,Erlotinib,>3000nM
ERK2,CHIR-258/TKI-258,>3000nM
NEK3,R547,>3000nM
PAK3,BMS-540215,>3000nM
MARK4,Flavopiridol,>3000nM
TNK2,HKI-272,>3000nM
CDKL1,BIBW-2992,>3000nM
CDK4-cyclinD3,R406,>3000nM
CDC2L1,JNJ-28312141,>3000nM
LRRK2,PKC-412,>3000nM
NEK6,AT-7519,>3000nM
GAK,Staurosporine,>3000nM
TNIK,PHA-665752,>3000nM
GRK4,BIBW-2992,>3000nM
YANK2,CHIR-258/TKI-258,>3000nM
EGFR(G719C),GDC-0941,>3000nM
SNRK,TG-101348,>3000nM
FLT3(ITD),CP-690550,>3000nM
MAST1,BMS-345541,>3000nM
NEK1,KW-2449,>3000nM
RET(V804L),BMS-345541,>3000nM
