Kinase,Compound,Predicted_Kd_Category
ABL1(F317L)-phosphorylated,PD-173955,<300nM
STK16,CP-690550,>300nM
CAMK2D,GDC-0879,>300nM
DRAK1,Dasatinib,>300nM
LZK,LY-333531,>300nM
PKN2,CI-1033,>300nM
PDGFRB,Gefitinib,>300nM
PIK3CB,PTK-787,>300nM
MARK4,AC220,>300nM
CSNK1A1,CI-1033,>300nM
ABL1(M351T)-phosphorylated,MLN-518,>300nM
RIPK2,PLX-4720,>300nM
MTOR,TG-101348,>300nM
TNK2,MLN-518,>300nM
CDKL5,LY-333531,>300nM
YANK2,ABT-869,>300nM
FGR,Staurosporine,<300nM
TRPM6,CHIR-258/TKI-258,>300nM
FLT3(D835H),MLN-120B,>300nM
CSNK1D,BI-2536,>300nM
CDC2L1,GSK-690693,>300nM
p38-gamma,CHIR-265/RAF-265,>300nM
ROCK2,Vandetanib,>300nM
SIK2,AT-7519,>300nM
CDK7,GW-2580,>300nM
CDKL1,PHA-665752,>300nM
RET(V804M),LY-333531,>300nM
PYK2,PKC-412,>300nM
MST1R,LY-333531,>300nM
INSRR,BI-2536,>300nM
ACVR1B,PD-173955,<300nM
TGFBR1,GDC-0879,>300nM
ROCK2,PHA-665752,>300nM
EPHA1,GSK-1838705A,>300nM
MLK3,CEP-701,<300nM
MKK7,BI-2536,>300nM
BRAF(V600E),LY-333531,>300nM
EIF2AK1,GW-2580,>300nM
FGFR1,PTK-787,>300nM
PIK3CA(H1047Y),CHIR-265/RAF-265,>300nM
CDK4-cyclinD1,Imatinib,>300nM
HCK,Staurosporine,<300nM
IRAK1,Ki-20227,>300nM
MST1R,HKI-272,>300nM
CAMK1G,Crizotinib,>300nM
MEK6,Lapatinib,>300nM
SYK,AG-013736,>300nM
NEK6,PHA-665752,>300nM
PFPK5(P.falciparum),GDC-0879,>300nM
VRK2,AZD-1152HQPA,>300nM
PAK2,PKC-412,>300nM
TNNI3K,LY-333531,>300nM
MEK5,GW-2580,>300nM
STK39,BI-2536,>300nM
DRAK2,SGX-523,>300nM
LIMK1,AZD-1152HQPA,>300nM
NLK,PD-173955,>300nM
CSNK1D,CEP-701,>300nM
FES,BMS-540215,>300nM
CLK2,KW-2449,<300nM
TRKA,Crizotinib,>300nM
LKB1,KW-2449,>300nM
PIK3CA(E545A),GSK-690693,>300nM
LATS2,GW-2580,>300nM
DCAMKL1,Flavopiridol,>300nM
RIOK3,BIBW-2992,>300nM
PIK3CA(Q546K),R406,>300nM
ABL1(Q252H)-nonphosphorylated,Nilotinib,<300nM
ZAK,Vandetanib,>300nM
RAF1,GSK-1838705A,>300nM
MEK6,AT-7519,>300nM
ACVR1,TG-101348,>300nM
CDK9,AZD-1152HQPA,>300nM
AMPK-alpha2,SGX-523,>300nM
CDKL2,PHA-665752,>300nM
AAK1,Flavopiridol,>300nM
PIM3,Nilotinib,>300nM
KIT,LY-333531,>300nM
BMPR2,R547,>300nM
CAMK2D,SB-203580,>300nM
CLK1,INCB18424,>300nM
LRRK2(G2019S),AZD-2171,>300nM
PIK3CG,Lapatinib,>300nM
TNIK,CHIR-258/TKI-258,<300nM
TRKC,GDC-0879,>300nM
ROS1,ABT-869,>300nM
TBK1,AC220,>300nM
ERBB2,SGX-523,>300nM
HIPK3,Flavopiridol,>300nM
PIK4CB,Gefitinib,>300nM
PIK3CD,R547,>300nM
MEK1,CP-690550,>300nM
RPS6KA4(Kin.Dom.1-N-terminal),SGX-523,>300nM
FLT4,BMS-540215,>300nM
VEGFR2,JNJ-28312141,<300nM
MAP3K3,MLN-120B,>300nM
LYN,Staurosporine,<300nM
MYO3B,A-674563,>300nM
ITK,BMS-345541,>300nM
PIP5K1C,AB-1010,>300nM
RIPK2,BIRB-796,>300nM
CLK3,TG-101348,>300nM
MLK3,Dasatinib,>300nM
PIM2,Ki-20227,>300nM
PRP4,R547,>300nM
ERK1,Imatinib,>300nM
LATS2,AZD-1152HQPA,>300nM
DCAMKL2,AZD-2171,>300nM
IKK-alpha,AC220,>300nM
JNK1,BIRB-796,>300nM
MLCK,GSK-690693,>300nM
CDK2,AG-013736,>300nM
STK39,AG-013736,>300nM
YSK1,AST-487,>300nM
PKAC-beta,A-674563,>300nM
TTK,GDC-0879,>300nM
MAK,ABT-869,>300nM
LCK,AB-1010,<300nM
RPS6KA5(Kin.Dom.2-C-terminal),CP-690550,>300nM
STK36,Vandetanib,>300nM
CDK11,CEP-701,>300nM
ACVR1,R547,>300nM
PIK3CA(Q546K),GSK-1838705A,>300nM
FLT3(D835Y),R406,<300nM
CSNK1G3,AZD-6244/ARRY-886,>300nM
ULK1,Crizotinib,>300nM
EPHA2,SGX-523,>300nM
MARK3,MLN-120B,>300nM
YANK1,HKI-272,>300nM
FLT3(K663Q),CHIR-258/TKI-258,<300nM
INSRR,BMS-345541,>300nM
CAMK2B,LY-333531,>300nM
MYLK,PTK-787,>300nM
"GCN2(Kin.Dom.2,S808G)",AZD-6244/ARRY-886,>300nM
PIK3CB,GSK-1838705A,>300nM
RET(V804M),Ki-20227,>300nM
ALK,PHA-665752,>300nM
HIPK4,PKC-412,>300nM
EPHB3,BMS-345541,>300nM
"EGFR(L747-E749del, A750P)",Ki-20227,>300nM
SRMS,R406,>300nM
CDK7,CP-690550,>300nM
PRKCQ,CHIR-258/TKI-258,>300nM
NLK,AZD-1152HQPA,>300nM
CDKL5,Imatinib,>300nM
PKAC-alpha,CI-1033,>300nM
CAMKK1,BIBW-2992,>300nM
JAK3(JH1domain-catalytic),LY-333531,>300nM
FLT3(ITD),GDC-0941,>300nM
TGFBR2,LY-317615,>300nM
MAST1,Ki-20227,>300nM
PRKCE,BMS-540215,>300nM
HIPK4,TAE-684,>300nM
RSK2(Kin.Dom.1-N-terminal),Gefitinib,>300nM
CSNK1E,R547,>300nM
RSK2(Kin.Dom.1-N-terminal),Staurosporine,<300nM
MAP3K15,Ki-20227,>300nM
TNIK,Pazopanib,>300nM
CSNK2A2,AC220,>300nM
TLK2,Nilotinib,>300nM
CDKL2,LY-317615,>300nM
AKT2,PP-242,>300nM
INSRR,PHA-665752,>300nM
FRK,MLN-120B,>300nM
MYO3A,GSK-690693,>300nM
"KIT(V559D,T670I)",MLN-518,<300nM
PIK3CA(E545K),AZD-6244/ARRY-886,>300nM
LTK,R547,>300nM
PKAC-alpha,AB-1010,>300nM
MST1R,CEP-701,>300nM
ABL1-phosphorylated,CI-1033,<300nM
AMPK-alpha2,AZD-1152HQPA,>300nM
CSNK1D,PHA-665752,>300nM
ICK,Pazopanib,>300nM
PIK3CA(Q546K),AB-1010,>300nM
CSNK1A1L,PD-173955,>300nM
PCTK1,R547,>300nM
NEK3,A-674563,>300nM
MLK1,Ki-20227,>300nM
PRKG2,TAE-684,>300nM
PHKG2,LY-333531,>300nM
LATS2,SB-203580,>300nM
PRKCD,A-674563,>300nM
MAP4K2,CHIR-265/RAF-265,>300nM
MST1R,A-674563,>300nM
DAPK1,SB-203580,>300nM
ITK,PHA-665752,>300nM
RSK3(Kin.Dom.2-C-terminal),INCB18424,>300nM
p38-alpha,CI-1033,>300nM
CAMK2A,MLN-120B,>300nM
BTK,MLN-518,>300nM
JAK2(JH1domain-catalytic),GSK-1838705A,>300nM
MST2,KW-2449,>300nM
PIM3,GSK-690693,>300nM
MEK1,BMS-345541,>300nM
DAPK1,GSK-690693,>300nM
JAK3(JH1domain-catalytic),CEP-701,<300nM
ERK2,PTK-787,>300nM
CTK,JNJ-28312141,>300nM
DAPK3,R406,<300nM
CLK2,AT-7519,>300nM
JAK1(JH2domain-pseudokinase),AC220,>300nM
MET(Y1235D),BMS-540215,>300nM
DAPK3,CP-690550,>300nM
PKN1,PLX-4720,>300nM
LATS1,AST-487,>300nM
MARK2,BMS-345541,>300nM
ABL1(T315I)-phosphorylated,HKI-272,>300nM
EPHB2,CHIR-265/RAF-265,>300nM
ABL1(T315I)-phosphorylated,BIBW-2992,>300nM
RSK4(Kin.Dom.2-C-terminal),Lapatinib,>300nM
EPHA5,Pazopanib,>300nM
PCTK3,R547,>300nM
TRKB,R547,>300nM
IRAK3,JNJ-28312141,<300nM
PIK3CA(I800L),AT-7519,>300nM
AURKC,R406,<300nM
"GCN2(Kin.Dom.2,S808G)",Crizotinib,>300nM
CSNK1G1,LY-333531,>300nM
MST1R,BMS-540215,>300nM
CDC2L1,PD-173955,>300nM
PCTK3,Nilotinib,>300nM
ZAP70,GDC-0879,>300nM
YANK1,BMS-540215,>300nM
FLT1,SGX-523,>300nM
CDK5,LY-333531,>300nM
TNK1,SB-203580,>300nM
FAK,AZD-6244/ARRY-886,>300nM
KIT(D816H),BMS-387032/SNS-032,>300nM
PKNB(M.tuberculosis),INCB18424,>300nM
SYK,PLX-4720,>300nM
JNK3,AG-013736,>300nM
VEGFR2,LY-317615,>300nM
TRKA,Erlotinib,>300nM
MAP4K2,Imatinib,>300nM
GSK3A,GSK-690693,>300nM
RIOK2,Pazopanib,>300nM
MEK4,AZD-2171,>300nM
PKN1,TAE-684,>300nM
TNIK,MLN-518,>300nM
MRCKA,BI-2536,>300nM
CTK,PD-173955,>300nM
EPHA2,Imatinib,>300nM
ADCK3,AC220,>300nM
TAOK2,BMS-540215,>300nM
CSF1R,PKC-412,>300nM
PKAC-alpha,AT-7519,>300nM
PIK3CA(C420R),MLN-120B,>300nM
INSRR,AC220,>300nM
"EGFR(L747-S752del, P753S)",AG-013736,>300nM
MTOR,AB-1010,>300nM
CDKL2,BIRB-796,>300nM
CSNK1G3,AC220,>300nM
PKN2,Imatinib,>300nM
FLT3(ITD),GSK-1838705A,>300nM
LRRK2(G2019S),Pazopanib,>300nM
EPHA5,GW-2580,>300nM
TTK,AC220,>300nM
NIM1,AST-487,>300nM
PLK3,Ki-20227,>300nM
MAP4K4,BMS-345541,>300nM
PRKCE,LY-317615,>300nM
JAK2(JH1domain-catalytic),AC220,>300nM
MUSK,MLN-518,>300nM
JNK1,Staurosporine,<300nM
LYN,AC220,>300nM
BMPR2,Pazopanib,>300nM
MYO3A,CHIR-265/RAF-265,>300nM
PRKCQ,LY-333531,>300nM
ERN1,BMS-345541,>300nM
PIK3CA(E542K),AST-487,>300nM
FLT1,BI-2536,>300nM
PIK3CA(I800L),AZD-6244/ARRY-886,>300nM
SNRK,AT-7519,>300nM
FLT3(D835Y),PHA-665752,<300nM
TNNI3K,AT-7519,>300nM
MAP3K2,BIBW-2992,>300nM
SNRK,BMS-345541,>300nM
MST2,Erlotinib,>300nM
KIT(L576P),Erlotinib,>300nM
CSNK1A1,PTK-787,>300nM
TYRO3,KW-2449,>300nM
FLT3(K663Q),AZD-6244/ARRY-886,>300nM
TSSK1B,TG-101348,>300nM
MST2,A-674563,>300nM
MEK4,Gefitinib,>300nM
NLK,BIBW-2992,>300nM
AURKB,Ki-20227,>300nM
MST2,GW-2580,>300nM
TXK,MLN-518,>300nM
JAK1(JH1domain-catalytic),Vandetanib,>300nM
ULK3,Lapatinib,>300nM
CAMK2B,Nilotinib,>300nM
LIMK1,PHA-665752,>300nM
VRK2,CI-1033,>300nM
p38-gamma,Flavopiridol,>300nM
MKNK1,GW-2580,>300nM
PIM1,GDC-0941,>300nM
WEE2,AZD-6244/ARRY-886,>300nM
MKNK1,TG-101348,>300nM
SBK1,GSK-690693,>300nM
MEK3,PLX-4720,>300nM
PKN1,JNJ-28312141,>300nM
PRKD2,CHIR-265/RAF-265,>300nM
CSNK1G1,AZD-2171,>300nM
YES,Imatinib,>300nM
RPS6KA4(Kin.Dom.1-N-terminal),ABT-869,>300nM
FGFR3(G697C),MLN-518,>300nM
EGFR(G719S),MLN-120B,>300nM
CDKL5,MLN-120B,>300nM
PCTK2,LY-317615,>300nM
ACVR1B,CHIR-265/RAF-265,>300nM
PKNB(M.tuberculosis),AST-487,<300nM
STK33,TG-101348,>300nM
MLK3,KW-2449,>300nM
ACVR2A,HKI-272,>300nM
JNK1,BMS-540215,>300nM
CSNK1D,PLX-4720,>300nM
BMPR1A,Ki-20227,>300nM
"EGFR(L747-E749del, A750P)",BMS-540215,>300nM
"EGFR(L747-E749del, A750P)",CHIR-265/RAF-265,>300nM
FES,PD-173955,>300nM
LOK,BMS-345541,>300nM
RET(V804L),PKC-412,<300nM
PIK3C2G,BIBW-2992,>300nM
CLK2,SGX-523,>300nM
CSNK1A1L,AG-013736,>300nM
MKNK2,PD-173955,>300nM
TXK,MLN-8054,>300nM
NDR2,Staurosporine,<300nM
MAP4K4,TG-101348,>300nM
LTK,MLN-120B,>300nM
BLK,CHIR-265/RAF-265,>300nM
NEK3,Gefitinib,>300nM
CDKL2,PD-173955,>300nM
MUSK,Pazopanib,>300nM
DYRK1B,PHA-665752,>300nM
MERTK,Erlotinib,>300nM
AKT1,BMS-345541,>300nM
"KIT(V559D,V654A)",AST-487,<300nM
CSNK1G1,PKC-412,>300nM
FLT3(N841I),AZD-6244/ARRY-886,>300nM
ABL1(T315I)-nonphosphorylated,Vandetanib,<300nM
AURKA,GDC-0879,>300nM
CAMKK2,Vandetanib,>300nM
EGFR(G719S),CI-1033,<300nM
CDK2,TAE-684,>300nM
PCTK3,BMS-345541,>300nM
RIPK1,MLN-518,>300nM
PIK3CA(H1047L),Imatinib,>300nM
PKAC-alpha,PLX-4720,>300nM
CDKL2,AZD-2171,>300nM
ADCK3,AZD-6244/ARRY-886,>300nM
RIOK1,R547,>300nM
JNK1,AZD-1152HQPA,>300nM
TIE1,Dasatinib,>300nM
MET,TAE-684,<300nM
PFCDPK1(P.falciparum),GW-2580,>300nM
MEK6,Vandetanib,>300nM
PKMYT1,PP-242,>300nM
GRK1,BMS-345541,>300nM
MKNK1,AG-013736,>300nM
MRCKB,AZD-1152HQPA,>300nM
PRKCD,MLN-8054,>300nM
CDK11,GSK-690693,>300nM
CDK4-cyclinD3,TG-101348,>300nM
ABL1(F317L)-phosphorylated,Nilotinib,<300nM
LRRK2(G2019S),KW-2449,>300nM
SRPK1,CHIR-265/RAF-265,>300nM
NEK4,SB-203580,>300nM
PIK3CA(H1047Y),AZD-6244/ARRY-886,>300nM
ROCK2,Gefitinib,>300nM
SIK2,Lapatinib,>300nM
MAP3K1,Nilotinib,>300nM
DMPK,ABT-869,>300nM
TLK2,Ki-20227,>300nM
IRAK1,PTK-787,>300nM
MAP3K2,KW-2449,<300nM
PAK1,Ki-20227,>300nM
SLK,AZD-2171,<300nM
FES,LY-317615,>300nM
p38-beta,GSK-1838705A,>300nM
CSNK1G3,PD-173955,>300nM
CDC2L1,Flavopiridol,>300nM
"EGFR(L747-E749del, A750P)",Erlotinib,<300nM
AKT1,A-674563,>300nM
KIT(D816H),Erlotinib,>300nM
ANKK1,GSK-690693,>300nM
PRKCQ,CEP-701,<300nM
TAOK3,Ki-20227,>300nM
PKN1,Ki-20227,>300nM
ICK,A-674563,>300nM
EPHA4,GDC-0879,>300nM
CDKL1,CI-1033,>300nM
MLCK,AT-7519,>300nM
ABL2,CHIR-258/TKI-258,>300nM
RIOK3,BMS-540215,>300nM
IKK-alpha,CHIR-265/RAF-265,>300nM
EGFR(E746-A750del),Erlotinib,<300nM
CSNK1A1L,ABT-869,>300nM
IGF1R,A-674563,>300nM
DYRK1B,CP-690550,>300nM
PKMYT1,AC220,>300nM
FGFR4,TG-101348,>300nM
PAK6,AC220,>300nM
BRAF,PTK-787,>300nM
PAK2,AZD-6244/ARRY-886,>300nM
GSK3B,CEP-701,<300nM
MKK7,AZD-2171,>300nM
RSK3(Kin.Dom.2-C-terminal),GDC-0879,>300nM
KIT(D816H),A-674563,>300nM
MAP3K4,Dasatinib,>300nM
PIP5K2C,JNJ-28312141,>300nM
CSNK1A1,Imatinib,>300nM
ACVR1,A-674563,>300nM
PKMYT1,Lapatinib,>300nM
TTK,AB-1010,>300nM
RIPK2,Imatinib,>300nM
TNIK,GDC-0941,>300nM
RET,KW-2449,<300nM
FGFR3(G697C),JNJ-28312141,>300nM
MLK1,BIRB-796,>300nM
YSK4,AZD-1152HQPA,>300nM
MST3,JNJ-28312141,>300nM
FLT3(R834Q),MLN-518,<300nM
PCTK2,BMS-387032/SNS-032,<300nM
TRKB,MLN-8054,>300nM
PRKG2,TG-101348,>300nM
LIMK1,Gefitinib,>300nM
CAMKK2,MLN-518,>300nM
TIE2,BI-2536,>300nM
PAK7,TG-101348,>300nM
PRP4,AT-7519,>300nM
ALK,BMS-387032/SNS-032,>300nM
DYRK1A,BIBW-2992,>300nM
PRKCD,Gefitinib,>300nM
MET,CHIR-265/RAF-265,>300nM
PIK3CA(C420R),CEP-701,>300nM
YSK4,CHIR-265/RAF-265,>300nM
RPS6KA5(Kin.Dom.2-C-terminal),AZD-6244/ARRY-886,>300nM
SRPK1,PP-242,>300nM
RSK2(Kin.Dom.1-N-terminal),BMS-345541,>300nM
CLK4,HKI-272,>300nM
PAK7,ABT-869,>300nM
YANK3,MLN-120B,>300nM
FLT3(D835Y),BMS-387032/SNS-032,>300nM
CDC2L2,KW-2449,>300nM
LZK,PTK-787,>300nM
ERBB3,KW-2449,>300nM
RSK2(Kin.Dom.1-N-terminal),SGX-523,>300nM
FES,GSK-1838705A,>300nM
NDR2,AZD-6244/ARRY-886,>300nM
SLK,KW-2449,<300nM
PDGFRA,AZD-2171,<300nM
RSK1(Kin.Dom.1-N-terminal),Flavopiridol,>300nM
FGFR4,BMS-387032/SNS-032,>300nM
BTK,Vandetanib,>300nM
HIPK4,AZD-2171,>300nM
RSK4(Kin.Dom.2-C-terminal),GSK-1838705A,>300nM
HIPK4,Erlotinib,>300nM
SBK1,PHA-665752,>300nM
NDR2,PP-242,>300nM
EGFR(L858R),Nilotinib,>300nM
ABL1(Q252H)-nonphosphorylated,BIRB-796,>300nM
ARK5,Pazopanib,>300nM
CSNK1E,PKC-412,>300nM
PAK1,Staurosporine,<300nM
PDGFRB,PLX-4720,>300nM
RIOK3,GDC-0941,>300nM
MET,Gefitinib,>300nM
FGFR2,CEP-701,<300nM
FYN,Crizotinib,>300nM
TEC,SGX-523,>300nM
MAP3K3,GDC-0941,>300nM
ADCK4,Flavopiridol,>300nM
MEK3,CEP-701,<300nM
RIOK2,Crizotinib,>300nM
ABL1(H396P)-nonphosphorylated,Nilotinib,<300nM
CAMK2B,KW-2449,>300nM
ERK3,Vandetanib,>300nM
STK16,Ki-20227,>300nM
PLK4,BMS-387032/SNS-032,>300nM
CDKL2,CHIR-265/RAF-265,>300nM
PIM2,Gefitinib,>300nM
ALK,A-674563,>300nM
FGFR3,SB-203580,>300nM
IKK-beta,Erlotinib,>300nM
ABL1(T315I)-nonphosphorylated,AZD-2171,<300nM
CDC2L1,MLN-8054,>300nM
IRAK3,BIBW-2992,>300nM
VRK2,AG-013736,>300nM
EPHA5,PKC-412,>300nM
GAK,R406,<300nM
TAOK3,PP-242,>300nM
"EGFR(L747-S752del, P753S)",TG-101348,>300nM
LZK,PLX-4720,>300nM
AMPK-alpha2,Staurosporine,<300nM
PHKG2,Gefitinib,>300nM
MUSK,CHIR-265/RAF-265,>300nM
PRP4,Crizotinib,>300nM
STK33,MLN-120B,>300nM
RIOK3,AZD-1152HQPA,>300nM
IRAK1,Pazopanib,>300nM
PIK3C2G,Staurosporine,>300nM
FAK,AG-013736,>300nM
PLK3,AG-013736,>300nM
MYLK2,JNJ-28312141,>300nM
PIM3,AG-013736,>300nM
STK39,HKI-272,>300nM
EGFR(L861Q),AB-1010,>300nM
MYLK,MLN-518,>300nM
ABL1(T315I)-phosphorylated,AST-487,<300nM
ABL1-nonphosphorylated,Lapatinib,>300nM
BRAF,BMS-345541,>300nM
MEK3,CI-1033,>300nM
BMPR1B,KW-2449,>300nM
PLK3,PP-242,>300nM
p38-beta,HKI-272,>300nM
ABL1(F317I)-nonphosphorylated,GSK-1838705A,>300nM
LTK,SGX-523,>300nM
PKAC-beta,KW-2449,>300nM
ACVR1B,AG-013736,>300nM
PRKX,BIRB-796,>300nM
PIK3C2B,GSK-690693,>300nM
STK35,Dasatinib,>300nM
RSK4(Kin.Dom.1-N-terminal),MLN-8054,>300nM
TAOK1,Gefitinib,>300nM
RET,Lapatinib,>300nM
MEK2,R406,>300nM
NEK4,GDC-0879,>300nM
PRKCI,ABT-869,>300nM
PRKCI,AC220,>300nM
STK35,Pazopanib,>300nM
EGFR(L858R),Crizotinib,>300nM
ABL1(F317I)-nonphosphorylated,Vandetanib,<300nM
ABL1-phosphorylated,PD-173955,<300nM
PAK3,AST-487,>300nM
RPS6KA4(Kin.Dom.2-C-terminal),BIRB-796,>300nM
STK36,GSK-690693,>300nM
PIK4CB,LY-317615,>300nM
EGFR(G719C),CI-1033,<300nM
ABL1(F317I)-nonphosphorylated,AZD-6244/ARRY-886,>300nM
TLK2,Vandetanib,>300nM
CSNK2A2,Lapatinib,>300nM
MINK,Lapatinib,>300nM
CAMK1,BMS-345541,>300nM
ACVR2B,TAE-684,<300nM
PCTK1,Staurosporine,<300nM
TLK1,TAE-684,>300nM
TGFBR2,AB-1010,>300nM
ZAK,R547,>300nM
RSK2(Kin.Dom.1-N-terminal),Lapatinib,>300nM
PIK3CB,A-674563,>300nM
MKNK1,PHA-665752,>300nM
TBK1,Lapatinib,>300nM
PRKR,CI-1033,>300nM
PIK4CB,MLN-518,>300nM
RIPK4,HKI-272,>300nM
ACVRL1,CHIR-265/RAF-265,>300nM
SYK,GDC-0941,>300nM
SRPK3,PP-242,>300nM
STK36,GW-2580,>300nM
BMPR1A,GSK-690693,>300nM
EGFR(T790M),AZD-1152HQPA,>300nM
PAK1,SGX-523,>300nM
ABL1(F317L)-nonphosphorylated,AZD-6244/ARRY-886,>300nM
ACVR1,AG-013736,>300nM
BLK,AST-487,<300nM
NDR2,GSK-690693,>300nM
JAK1(JH1domain-catalytic),BI-2536,>300nM
RIPK4,CI-1033,>300nM
"EGFR(L747-E749del, A750P)",R406,>300nM
NIM1,Flavopiridol,>300nM
CDK2,TG-101348,>300nM
RET,AT-7519,>300nM
RAF1,GDC-0941,>300nM
FAK,MLN-120B,>300nM
MAP3K3,PD-173955,>300nM
PIK3CA,Ki-20227,>300nM
FGFR2,Nilotinib,>300nM
MUSK,PKC-412,>300nM
LTK,JNJ-28312141,>300nM
CDC2L5,AST-487,>300nM
INSRR,CHIR-265/RAF-265,>300nM
PKNB(M.tuberculosis),CHIR-265/RAF-265,>300nM
PLK4,AT-7519,>300nM
GRK7,Vandetanib,>300nM
HPK1,GW-2580,>300nM
PIK3CD,CI-1033,>300nM
PIK3CA(M1043I),CHIR-258/TKI-258,>300nM
MEK3,R406,>300nM
MAPKAPK2,GSK-1838705A,>300nM
SRPK2,AB-1010,>300nM
MEK1,PP-242,>300nM
CDK2,Pazopanib,>300nM
CSNK1E,Erlotinib,>300nM
NEK2,AB-1010,>300nM
CDK2,INCB18424,>300nM
INSRR,Ki-20227,>300nM
PIP5K1C,LY-317615,>300nM
MAP4K2,BI-2536,>300nM
SYK,CP-690550,>300nM
AXL,Vandetanib,<300nM
DYRK1A,MLN-518,>300nM
EPHA8,Erlotinib,>300nM
ERK2,CHIR-258/TKI-258,>300nM
NEK3,R547,>300nM
PAK3,BMS-540215,>300nM
MARK4,Flavopiridol,>300nM
TNK2,HKI-272,>300nM
CDKL1,BIBW-2992,>300nM
CDK4-cyclinD3,R406,>300nM
CDC2L1,JNJ-28312141,>300nM
LRRK2,PKC-412,<300nM
NEK6,AT-7519,>300nM
GAK,Staurosporine,<300nM
TNIK,PHA-665752,>300nM
GRK4,BIBW-2992,>300nM
YANK2,CHIR-258/TKI-258,>300nM
EGFR(G719C),GDC-0941,>300nM
SNRK,TG-101348,>300nM
FLT3(ITD),CP-690550,>300nM
MAST1,BMS-345541,>300nM
NEK1,KW-2449,>300nM
RET(V804L),BMS-345541,>300nM
TGFBR1,BMS-345541,>300nM
PDPK1,R547,>300nM
PAK2,AG-013736,>300nM
CTK,GSK-690693,>300nM
STK35,MLN-518,>300nM
MYLK2,Ki-20227,>300nM
CAMK1D,CHIR-258/TKI-258,>300nM
MAP3K1,PLX-4720,>300nM
LRRK2(G2019S),Flavopiridol,>300nM
LIMK2,AZD-6244/ARRY-886,>300nM
TRKC,TAE-684,<300nM
ABL1(Q252H)-nonphosphorylated,Ki-20227,>300nM
TLK1,BIBW-2992,>300nM
FLT3,Nilotinib,>300nM
MUSK,PTK-787,>300nM
PAK7,GDC-0879,>300nM
PRKCQ,AB-1010,>300nM
RSK1(Kin.Dom.2-C-terminal),PHA-665752,>300nM
PRKG2,MLN-518,>300nM
EPHB3,PHA-665752,>300nM
YANK1,LY-317615,>300nM
CLK4,INCB18424,>300nM
PKNB(M.tuberculosis),CP-690550,>300nM
AKT3,PKC-412,>300nM
TLK1,AT-7519,>300nM
IKK-alpha,BMS-345541,>300nM
CHEK1,CHIR-265/RAF-265,>300nM
KIT(V559D),SGX-523,>300nM
EPHB6,LY-317615,>300nM
ROCK1,Lapatinib,>300nM
RIPK5,PTK-787,>300nM
EGFR(T790M),Gefitinib,<300nM
CDK5,PP-242,>300nM
"EGFR(L747-T751del,Sins)",TAE-684,>300nM
FGFR2,BMS-387032/SNS-032,>300nM
INSR,AZD-2171,>300nM
CDKL1,Pazopanib,>300nM
PRKCI,CI-1033,>300nM
PCTK3,Gefitinib,>300nM
PIK3CA(H1047L),SGX-523,>300nM
PIK3CA(Q546K),PP-242,<300nM
SgK110,TAE-684,>300nM
QSK,AG-013736,>300nM
MAP4K4,LY-317615,>300nM
HPK1,R406,>300nM
PLK2,GW-2580,>300nM
ERK4,SB-203580,>300nM
FGFR3,Nilotinib,>300nM
p38-delta,BIRB-796,>300nM
MAP4K3,BI-2536,>300nM
EPHA3,GSK-1838705A,>300nM
RAF1,ABT-869,>300nM
ROS1,AC220,>300nM
p38-gamma,LY-317615,>300nM
PKMYT1,GSK-690693,>300nM
PRKG1,CHIR-265/RAF-265,>300nM
JNK3,PP-242,>300nM
ADCK4,INCB18424,>300nM
TNNI3K,Imatinib,>300nM
BMX,PKC-412,>300nM
PIK3CA(Q546K),CHIR-265/RAF-265,>300nM
FGFR1,LY-317615,>300nM
ACVR2A,Staurosporine,>300nM
PRKCI,Vandetanib,>300nM
IKK-beta,INCB18424,>300nM
PLK3,Gefitinib,>300nM
TBK1,BMS-540215,>300nM
PRKR,BMS-345541,>300nM
CAMK2D,AZD-1152HQPA,>300nM
YANK1,BMS-387032/SNS-032,>300nM
RIOK1,BMS-387032/SNS-032,>300nM
EPHA1,LY-317615,>300nM
ULK2,AZD-1152HQPA,>300nM
HIPK4,Crizotinib,>300nM
EGFR(G719C),PD-173955,>300nM
SBK1,CHIR-258/TKI-258,>300nM
PKMYT1,Gefitinib,>300nM
CAMK2G,MLN-518,>300nM
SRC,ABT-869,>300nM
ALK,CHIR-258/TKI-258,>300nM
PFCDPK1(P.falciparum),CI-1033,>300nM
JNK3,LY-333531,>300nM
FLT3(N841I),Staurosporine,<300nM
AURKA,BMS-540215,>300nM
SgK110,AST-487,>300nM
WEE2,BIBW-2992,>300nM
NLK,TG-101348,>300nM
TRPM6,BMS-345541,>300nM
PIK3CA(E545K),LY-317615,>300nM
ABL1(Y253F)-phosphorylated,GW-2580,>300nM
STK35,BMS-387032/SNS-032,>300nM
ABL1-phosphorylated,AST-487,<300nM
SRMS,AZD-1152HQPA,>300nM
RET(V804L),AST-487,<300nM
MAPKAPK2,AG-013736,>300nM
HPK1,GDC-0941,>300nM
AKT3,MLN-8054,>300nM
MRCKA,GSK-1838705A,>300nM
SNRK,JNJ-28312141,>300nM
KIT,GDC-0941,>300nM
PRKR,GSK-1838705A,>300nM
IRAK3,CI-1033,>300nM
MYO3A,PLX-4720,>300nM
MAPKAPK2,A-674563,>300nM
NDR2,BIBW-2992,>300nM
YANK1,Lapatinib,>300nM
ABL1-nonphosphorylated,CEP-701,>300nM
